Exported from: CypherGraph V1.21.0
Acquired by  : CypherGraph V1.21.0 | C60-0504-0348 V1.23.1 : 21/08/2017
Graph title  : Title
Points       : 99
Pen legend   : 18:37:38
Resonance    : N/A
Capacitance  : N/A
Frequency (Hz)	Impedance (Ohms)	Admittance (S)	Phase angle (Degrees)	Resistance (Ohms)	Reactance (S)	Conductance (S)	Susceptance (S)
4.55499414e+004	1.46181503e+002	6.84081076e-003	-3.00672507e+000	1.45980268e+002	-7.66768320e+000	6.83139359e-003	3.58822207e-004
3.99322813e+004	1.46663895e+002	6.81831068e-003	-3.18565106e+000	1.46437257e+002	-8.15032640e+000	6.80777444e-003	3.78903463e-004
3.50073945e+004	1.47633301e+002	6.77353954e-003	-3.27629900e+000	1.47392001e+002	-8.43739778e+000	6.76246848e-003	3.87114880e-004
3.06899727e+004	1.48609207e+002	6.72905817e-003	-3.41055202e+000	1.48346004e+002	-8.84079383e+000	6.71714026e-003	4.00313124e-004
2.69049648e+004	1.48609207e+002	6.72905817e-003	-3.72028899e+000	1.48296044e+002	-9.64260884e+000	6.71487806e-003	4.36619487e-004
2.35867344e+004	1.50085098e+002	6.66288667e-003	-3.89792800e+000	1.49737912e+002	-1.02026666e+001	6.64747366e-003	4.52937779e-004
2.06778105e+004	1.50085098e+002	6.66288667e-003	-4.07533693e+000	1.49705603e+002	-1.06662609e+001	6.64603934e-003	4.73518613e-004
1.81275859e+004	1.50580307e+002	6.64097464e-003	-4.29649210e+000	1.50157135e+002	-1.12811264e+001	6.62231166e-003	4.97526377e-004
1.58919443e+004	1.51575607e+002	6.59736760e-003	-4.64930582e+000	1.51076847e+002	-1.22862142e+001	6.57565892e-003	5.34760658e-004
1.39319570e+004	1.52577499e+002	6.55404633e-003	-4.82618380e+000	1.52036538e+002	-1.28368371e+001	6.53080906e-003	5.51413056e-004
1.22137051e+004	1.53586105e+002	6.51100565e-003	-5.04687309e+000	1.52990662e+002	-1.35110757e+001	6.48576290e-003	5.72777661e-004
1.07073799e+004	1.54092804e+002	6.48959571e-003	-5.44322395e+000	1.53397951e+002	-1.46171415e+001	6.46033209e-003	6.15598758e-004
9.38687109e+003	1.55623199e+002	6.42577716e-003	-5.70763493e+000	1.54851670e+002	-1.54770921e+001	6.39392025e-003	6.39058604e-004
8.22916797e+003	1.56136703e+002	6.40464399e-003	-6.05984592e+000	1.55264238e+002	-1.64829134e+001	6.36885594e-003	6.76120286e-004
7.21424072e+003	1.57687302e+002	6.34166474e-003	-6.36803198e+000	1.56714364e+002	-1.74897995e+001	6.30253640e-003	7.03382223e-004
6.32450293e+003	1.59253296e+002	6.27930489e-003	-6.67614698e+000	1.58173421e+002	-1.85143513e+001	6.23672577e-003	7.30014759e-004
5.54451416e+003	1.59778793e+002	6.25865285e-003	-7.11603594e+000	1.58548066e+002	-1.97932700e+001	6.21044436e-003	7.75316943e-004
4.86068262e+003	1.61365601e+002	6.19710766e-003	-7.42403698e+000	1.60012880e+002	-2.08503099e+001	6.14515757e-003	8.00738293e-004
4.26120459e+003	1.62968201e+002	6.13616642e-003	-7.95171595e+000	1.61401262e+002	-2.25447825e+001	6.07716718e-003	8.48868286e-004
3.73570776e+003	1.64586700e+002	6.07582507e-003	-8.30357265e+000	1.62861303e+002	-2.37692660e+001	6.01213089e-003	8.77457910e-004
3.27495142e+003	1.66769699e+002	5.99629312e-003	-8.83117390e+000	1.64792644e+002	-2.56030672e+001	5.92520705e-003	9.20571883e-004
2.87106714e+003	1.68425903e+002	5.93732900e-003	-9.09507275e+000	1.66308353e+002	-2.66236135e+001	5.86268136e-003	9.38532311e-004
2.51696021e+003	1.70659897e+002	5.85960743e-003	-9.75444984e+000	1.68192650e+002	-2.89142315e+001	5.77489452e-003	9.92770118e-004
2.20655029e+003	1.72354797e+002	5.80198530e-003	-1.01501303e+001	1.69657336e+002	-3.03737478e+001	5.71118056e-003	1.02247249e-003
1.93441284e+003	1.74066498e+002	5.74493089e-003	-1.07215700e+001	1.71027789e+002	-3.23827262e+001	5.64464065e-003	1.06876697e-003
1.69583777e+003	1.76957199e+002	5.65108402e-003	-1.12490501e+001	1.73557588e+002	-3.45197597e+001	5.54251830e-003	1.10237992e-003
1.48671216e+003	1.79304306e+002	5.57711090e-003	-1.17325697e+001	1.75558169e+002	-3.64604369e+001	5.46059043e-003	1.13407148e-003
1.30333960e+003	1.81682495e+002	5.50410759e-003	-1.21721201e+001	1.77598020e+002	-3.83076023e+001	5.38036759e-003	1.16053649e-003
1.14256079e+003	1.84092300e+002	5.43205771e-003	-1.28753405e+001	1.79463702e+002	-4.10213918e+001	5.29548051e-003	1.21042850e-003
1.00169299e+003	1.87766998e+002	5.32574951e-003	-1.34027596e+001	1.82653111e+002	-4.35234054e+001	5.18070121e-003	1.23448081e-003
8.78113281e+002	1.90885300e+002	5.23874809e-003	-1.40180597e+001	1.85200625e+002	-4.62377114e+001	5.08273516e-003	1.26897002e-003
7.69794800e+002	1.94055298e+002	5.15317031e-003	-1.45894098e+001	1.87798129e+002	-4.88806839e+001	4.98701017e-003	1.29803459e-003
6.74889404e+002	1.98582001e+002	5.03570312e-003	-1.52486496e+001	1.91590628e+002	-5.22287492e+001	4.85841375e-003	1.32443260e-003
5.91668274e+002	2.01879807e+002	4.95344243e-003	-1.59078703e+001	1.94148551e+002	-5.53335033e+001	4.76374376e-003	1.35769559e-003
5.18641296e+002	2.06589005e+002	4.84052867e-003	-1.64792004e+001	1.98102902e+002	-5.86025355e+001	4.64169319e-003	1.37309947e-003
4.54675507e+002	2.10712799e+002	4.74579619e-003	-1.72263107e+001	2.01260743e+002	-6.24018982e+001	4.53291150e-003	1.40545184e-003
3.98638397e+002	2.15628006e+002	4.63761651e-003	-1.78415699e+001	2.05257884e+002	-6.60654075e+001	4.41458124e-003	1.42090088e-003
3.49456909e+002	2.20657898e+002	4.53190214e-003	-1.85886707e+001	2.09146498e+002	-7.03395369e+001	4.29547942e-003	1.44464305e-003
3.06355988e+002	2.25805099e+002	4.42859795e-003	-1.92918205e+001	2.13125720e+002	-7.46014105e+001	4.17992387e-003	1.46311866e-003
2.68560791e+002	2.31834793e+002	4.31341641e-003	-1.99949703e+001	2.17860404e+002	-7.92730447e+001	4.05341506e-003	1.47491948e-003
2.35415405e+002	2.38025604e+002	4.20122870e-003	-2.06981106e+001	2.22662405e+002	-8.41287207e+001	3.93006328e-003	1.48489906e-003
2.06383408e+002	2.43577896e+002	4.10546284e-003	-2.14452000e+001	2.26714433e+002	-8.90547995e+001	3.82123212e-003	1.50100307e-003
1.80928299e+002	2.51735306e+002	3.97242650e-003	-2.22801704e+001	2.32940997e+002	-9.54418993e+001	3.67584907e-003	1.50608962e-003
1.58632706e+002	2.59310211e+002	3.85638497e-003	-2.29833107e+001	2.38725811e+002	-1.01251039e+002	3.55025984e-003	1.50577558e-003
1.39079300e+002	2.67113098e+002	3.74373255e-003	-2.37303905e+001	2.44528489e+002	-1.07495233e+002	3.42719721e-003	1.50660302e-003
1.21910500e+002	2.76058594e+002	3.62241938e-003	-2.44335308e+001	2.51335268e+002	-1.14188135e+002	3.29800183e-003	1.49836782e-003
1.06887703e+002	2.85303711e+002	3.50503678e-003	-2.50487709e+001	2.58470247e+002	-1.20794615e+002	3.17538008e-003	1.48399601e-003
9.36535034e+001	2.94858490e+002	3.39145737e-003	-2.57958508e+001	2.65475926e+002	-1.28312360e+002	3.05349962e-003	1.47584660e-003
8.21480026e+001	3.05738586e+002	3.27076805e-003	-2.64989796e+001	2.73618396e+002	-1.36415016e+002	2.92714871e-003	1.45935742e-003
7.20136032e+001	3.17020294e+002	3.15437219e-003	-2.72021103e+001	2.81957703e+002	-1.44919704e+002	2.80549717e-003	1.44196032e-003
6.31310997e+001	3.28718292e+002	3.04211851e-003	-2.74218407e+001	2.91783471e+002	-1.51387324e+002	2.70030576e-003	1.40101172e-003
5.53217010e+001	3.41972595e+002	2.92421093e-003	-2.76855202e+001	3.02820520e+002	-1.58886717e+002	2.58942116e-003	1.35864183e-003
4.84660988e+001	3.55761292e+002	2.81087354e-003	-2.79931393e+001	3.14138573e+002	-1.66982195e+002	2.48201202e-003	1.31932800e-003
4.25046997e+001	3.71327087e+002	2.69304350e-003	-2.81689205e+001	3.27346978e+002	-1.75293359e+002	2.37407849e-003	1.27131216e-003
3.72587013e+001	3.87574005e+002	2.58015240e-003	-2.86083794e+001	3.40256242e+002	-1.85578284e+002	2.26514923e-003	1.23542923e-003
3.26683998e+001	4.05866486e+002	2.46386444e-003	-2.88281097e+001	3.55567542e+002	-1.95702138e+002	2.15851827e-003	1.18803487e-003
2.86145992e+001	4.20842896e+002	2.37618363e-003	-2.96630707e+001	3.65691719e+002	-2.08274602e+002	2.06478637e-003	1.17597019e-003
2.50974007e+001	4.40705688e+002	2.26908802e-003	-3.04980297e+001	3.79732564e+002	-2.23661986e+002	1.95515201e-003	1.15158199e-003
2.19974995e+001	4.59988190e+002	2.17396886e-003	-3.15966702e+001	3.91798338e+002	-2.41004559e+002	1.85169403e-003	1.13902143e-003
1.92553005e+001	4.80114288e+002	2.08283741e-003	-3.26513596e+001	4.04241399e+002	-2.59034015e+002	1.75368475e-003	1.12374439e-003
1.68707008e+001	5.06097809e+002	1.97590265e-003	-3.38378792e+001	4.20373196e+002	-2.81817969e+002	1.64121736e-003	1.10027126e-003
1.47841997e+001	5.31733093e+002	1.88064277e-003	-3.48046799e+001	4.36607421e+002	-3.03502953e+002	1.54420066e-003	1.07343448e-003
1.29958000e+001	5.54998413e+002	1.80180695e-003	-3.58154182e+001	4.50051753e+002	-3.24771702e+002	1.46109675e-003	1.05437402e-003
1.13862000e+001	5.88901672e+002	1.69807635e-003	-3.66064415e+001	4.72741076e+002	-3.51170976e+002	1.36313153e-003	1.01258861e-003
9.95552826e+000	6.20772705e+002	1.61089557e-003	-3.78369102e+001	4.90261458e+002	-3.80791878e+002	1.27222090e-003	9.88149033e-004
