Exported from: CypherGraph V1.21.0
Acquired by  : CypherGraph V1.21.0 | C60-0504-0348 V1.23.1 : 21/08/2017
Graph title  : Title
Points       : 99
Pen legend   : 17:26:22
Resonance    : N/A
Capacitance  : N/A
Frequency (Hz)	Impedance (Ohms)	Admittance (S)	Phase angle (Degrees)	Resistance (Ohms)	Reactance (S)	Conductance (S)	Susceptance (S)
7.21424072e+003	8.00000000e+001	1.25000000e-002	-1.75377405e+000	7.99625262e+001	-2.44834816e+000	1.24941447e-002	3.82554400e-004
6.32450293e+003	8.00000000e+001	1.25000000e-002	-1.79821706e+000	7.99606030e+001	-2.51037250e+000	1.24938442e-002	3.92245703e-004
5.54451416e+003	8.05288010e+001	1.24179174e-002	-1.93049002e+000	8.04830953e+001	-2.71277632e+000	1.24108694e-002	4.18322785e-004
4.86068262e+003	8.05288010e+001	1.24179174e-002	-2.10665393e+000	8.04743741e+001	-2.96021967e+000	1.24095245e-002	4.56479706e-004
4.26120459e+003	8.10610886e+001	1.23363752e-002	-2.19488001e+000	8.10016175e+001	-3.10451924e+000	1.23273245e-002	4.72464838e-004
3.73570776e+003	8.10610886e+001	1.23363752e-002	-2.32700992e+000	8.09942428e+001	-3.29130881e+000	1.23262022e-002	5.00891624e-004
3.27495142e+003	8.13285599e+001	1.22958036e-002	-2.59094000e+000	8.12454202e+001	-3.67645946e+000	1.22832340e-002	5.55832091e-004
2.87106714e+003	8.13285599e+001	1.22958036e-002	-2.67905688e+000	8.12396699e+001	-3.80140481e+000	1.22823646e-002	5.74722177e-004
2.51696021e+003	8.15969009e+001	1.22553674e-002	-2.85503602e+000	8.14956191e+001	-4.06427310e+000	1.22401555e-002	6.10429557e-004
2.20655029e+003	8.18661270e+001	1.22150642e-002	-3.07493711e+000	8.17482587e+001	-4.39146425e+000	1.21974774e-002	6.55240694e-004
1.93441284e+003	8.24072723e+001	1.21348514e-002	-3.33876109e+000	8.22673980e+001	-4.79935015e+000	1.21142542e-002	7.06726469e-004
1.69583777e+003	8.24072723e+001	1.21348514e-002	-3.51467609e+000	8.22522748e+001	-5.05191239e+000	1.21120273e-002	7.43917426e-004
1.48671216e+003	8.29519806e+001	1.20551673e-002	-3.82241011e+000	8.27674514e+001	-5.52992457e+000	1.20283502e-002	8.03647666e-004
1.30333960e+003	8.32256927e+001	1.20155203e-002	-3.95434809e+000	8.30275585e+001	-5.73937830e+000	1.19869151e-002	8.28609701e-004
1.14256079e+003	8.37758026e+001	1.19366209e-002	-4.34994602e+000	8.35344775e+001	-6.35422431e+000	1.19022362e-002	9.05368431e-004
1.00169299e+003	8.37758026e+001	1.19366209e-002	-4.65764189e+000	8.34991490e+001	-6.80273623e+000	1.18972025e-002	9.69273719e-004
8.78113281e+002	8.46078110e+001	1.18192397e-002	-4.96532917e+000	8.42902995e+001	-7.32305219e+000	1.17748851e-002	1.02298958e-003
7.69794800e+002	8.51670609e+001	1.17416286e-002	-5.36089706e+000	8.47945367e+001	-7.95706016e+000	1.16902703e-002	1.09700681e-003
6.74889404e+002	8.57300186e+001	1.16645256e-002	-5.71251297e+000	8.53042710e+001	-8.53331401e+000	1.16065979e-002	1.16105259e-003
5.91668274e+002	8.60128937e+001	1.16261639e-002	-6.19595814e+000	8.55104563e+001	-9.28330489e+000	1.15582506e-002	1.25480285e-003
5.18641296e+002	8.65814285e+001	1.15498210e-002	-6.50361586e+000	8.60242519e+001	-9.80672485e+000	1.14754945e-002	1.30820106e-003
4.54675507e+002	8.71537323e+001	1.14739779e-002	-7.07494116e+000	8.64901352e+001	-1.07345038e+001	1.13866139e-002	1.41322071e-003
3.98638397e+002	8.80192795e+001	1.13611473e-002	-7.51442480e+000	8.72633671e+001	-1.15107912e+001	1.12635774e-002	1.48576307e-003
3.49456909e+002	8.88934326e+001	1.12494250e-002	-7.99785089e+000	8.80287918e+001	-1.23682728e+001	1.11400051e-002	1.56519951e-003
3.06355988e+002	8.94810181e+001	1.11755546e-002	-8.56916428e+000	8.84821160e+001	-1.33329570e+001	1.10507987e-002	1.66519326e-003
2.68560791e+002	9.03696823e+001	1.10656580e-002	-9.18441963e+000	8.92111163e+001	-1.44241536e+001	1.09237930e-002	1.76622012e-003
2.35415405e+002	9.15683136e+001	1.09208083e-002	-9.75572777e+000	9.02441556e+001	-1.55160701e+001	1.07628839e-002	1.85050943e-003
2.06383408e+002	9.24777069e+001	1.08134169e-002	-1.05907001e+001	9.09023671e+001	-1.69966447e+001	1.06292125e-002	1.98741741e-003
1.80928299e+002	9.37042999e+001	1.06718689e-002	-1.12498999e+001	9.19038300e+001	-1.82806414e+001	1.04668155e-002	2.08196004e-003
1.58632706e+002	9.49471588e+001	1.05321740e-002	-1.20848703e+001	9.28429926e+001	-1.98781713e+001	1.02987658e-002	2.20501974e-003
1.39079300e+002	9.62064972e+001	1.03943084e-002	-1.27880096e+001	9.38201621e+001	-2.12947715e+001	1.01364848e-002	2.30072218e-003
1.21910500e+002	9.78041992e+001	1.02245099e-002	-1.36229801e+001	9.50526357e+001	-2.30360115e+001	9.93685976e-003	2.40819851e-003
1.06887703e+002	9.91014404e+001	1.00906707e-002	-1.46337299e+001	9.58866502e+001	-2.50368891e+001	9.76333549e-003	2.54929699e-003
9.36535034e+001	1.00747200e+002	9.92583417e-003	-1.54247503e+001	9.71183464e+001	-2.67959905e+001	9.56831158e-003	2.63999950e-003
8.21480026e+001	1.02758301e+002	9.73157392e-003	-1.63915596e+001	9.85817468e+001	-2.89984063e+001	9.33603952e-003	2.74625147e-003
7.20136032e+001	1.04809402e+002	9.54112872e-003	-1.73583603e+001	1.00036110e+002	-3.12695938e+001	9.10660095e-003	2.84656922e-003
6.31310997e+001	1.06901604e+002	9.35439662e-003	-1.83691006e+001	1.01454550e+002	-3.36886790e+001	8.87775365e-003	2.94791897e-003
5.53217010e+001	1.09395203e+002	9.14116868e-003	-1.93798504e+001	1.03196806e+002	-3.63005446e+001	8.62322470e-003	3.03330853e-003
4.84660988e+001	1.11578903e+002	8.96226770e-003	-2.04784908e+001	1.04527517e+002	-3.90365180e+001	8.39588458e-003	3.13550066e-003
4.25046997e+001	1.14558403e+002	8.72917197e-003	-2.12695103e+001	1.06755188e+002	-4.15566774e+001	8.13457917e-003	3.16655412e-003
3.72587013e+001	1.17617500e+002	8.50213614e-003	-2.21484203e+001	1.08938547e+002	-4.43426365e+001	7.87476653e-003	3.20536597e-003
3.26683998e+001	1.21156700e+002	8.25377382e-003	-2.27197094e+001	1.11755581e+002	-4.67935487e+001	7.61332460e-003	3.18780032e-003
2.86145992e+001	1.23982903e+002	8.06562824e-003	-2.39062309e+001	1.13346396e+002	-5.02429566e+001	7.37367711e-003	3.26852333e-003
2.50974007e+001	1.28557800e+002	7.77860229e-003	-2.48290901e+001	1.16674483e+002	-5.39830818e+001	7.05958251e-003	3.26633563e-003
2.19974995e+001	1.31990799e+002	7.57628568e-003	-2.57958908e+001	1.18837914e+002	-5.74379778e+001	6.82130869e-003	3.29694594e-003
1.92553005e+001	1.35962494e+002	7.35496953e-003	-2.67626801e+001	1.21398098e+002	-6.12233745e+001	6.56710013e-003	3.31191376e-003
1.68707008e+001	1.41444595e+002	7.06990605e-003	-2.81689396e+001	1.24691826e+002	-6.67721653e+001	6.23254281e-003	3.33751130e-003
1.47841997e+001	1.47147797e+002	6.79588837e-003	-2.96191292e+001	1.27919990e+002	-7.27251697e+001	5.90786943e-003	3.35874642e-003
1.29958000e+001	1.52075699e+002	6.57567256e-003	-3.09814396e+001	1.30379682e+002	-7.82825441e+001	5.63754830e-003	3.38489569e-003
1.13862000e+001	1.59778793e+002	6.25865285e-003	-3.21240196e+001	1.35316512e+002	-8.49629589e+001	5.30044730e-003	3.32806159e-003
9.95552826e+000	1.66221298e+002	6.01607622e-003	-3.35742111e+001	1.38490639e+002	-9.19231363e+001	5.01241566e-003	3.32698999e-003
