Exported from: CypherGraph V1.21.0
Acquired by  : CypherGraph V1.21.0 | C60-0504-0348 V1.23.1 : 21/08/2017
Graph title  : Title
Points       : 99
Pen legend   : 18:51:19
Resonance    : N/A
Capacitance  : N/A
Frequency (Hz)	Impedance (Ohms)	Admittance (S)	Phase angle (Degrees)	Resistance (Ohms)	Reactance (S)	Conductance (S)	Susceptance (S)
2.69049648e+004	1.94055298e+002	5.15317031e-003	-3.19294500e+000	1.93754052e+002	-1.08086014e+001	5.14517069e-003	2.87024185e-004
2.35867344e+004	1.94695602e+002	5.13622284e-003	-3.32663798e+000	1.94367530e+002	-1.12978296e+001	5.12756803e-003	2.98045614e-004
2.06778105e+004	1.95337997e+002	5.11933169e-003	-3.54799390e+000	1.94963595e+002	-1.20884152e+001	5.10951952e-003	3.16807830e-004
1.81275859e+004	1.96629196e+002	5.08571473e-003	-3.81309295e+000	1.96193918e+002	-1.30762174e+001	5.07445647e-003	3.38209750e-004
1.58919443e+004	1.97278000e+002	5.06898894e-003	-3.99012589e+000	1.96799809e+002	-1.37275022e+001	5.05670200e-003	3.52723349e-004
1.39319570e+004	1.97928894e+002	5.05231944e-003	-4.21094990e+000	1.97394578e+002	-1.45336801e+001	5.03868052e-003	3.70985725e-004
1.22137051e+004	1.99237198e+002	5.01914306e-003	-4.43163919e+000	1.98641526e+002	-1.53949780e+001	5.00413701e-003	3.87827162e-004
1.07073799e+004	1.99894608e+002	5.00263620e-003	-4.78404379e+000	1.99198200e+002	-1.66712759e+001	4.98520764e-003	4.17221502e-004
9.38687109e+003	2.01215897e+002	4.96978627e-003	-5.00450993e+000	2.00448828e+002	-1.75528989e+001	4.95084062e-003	4.33535111e-004
8.22916797e+003	2.02545898e+002	4.93715256e-003	-5.31277609e+000	2.01675777e+002	-1.87542547e+001	4.91594292e-003	4.57143874e-004
7.21424072e+003	2.04557404e+002	4.88860331e-003	-5.66490698e+000	2.03558389e+002	-2.01919167e+001	4.86472842e-003	4.82555356e-004
6.32450293e+003	2.05232407e+002	4.87252484e-003	-6.01696682e+000	2.04101760e+002	-2.15130690e+001	4.84568161e-003	5.10752493e-004
5.54451416e+003	2.07270599e+002	4.82461093e-003	-6.32502079e+000	2.06008931e+002	-2.28346617e+001	4.79524324e-003	5.31519467e-004
4.86068262e+003	2.07954498e+002	4.80874426e-003	-6.67696619e+000	2.06544041e+002	-2.41791726e+001	4.77612882e-003	5.59119703e-004
4.26120459e+003	2.10019806e+002	4.76145569e-003	-7.07281017e+000	2.08421656e+002	-2.58598542e+001	4.72522331e-003	5.86280657e-004
3.73570776e+003	2.11408005e+002	4.73018986e-003	-7.42466593e+000	2.09635481e+002	-2.73186710e+001	4.69053017e-003	6.11246962e-004
3.27495142e+003	2.13507599e+002	4.68367405e-003	-7.95226812e+000	2.11454439e+002	-2.95383668e+001	4.63863428e-003	6.47977320e-004
2.87106714e+003	2.16339493e+002	4.62236454e-003	-8.43589306e+000	2.13998835e+002	-3.17375945e+001	4.57235344e-003	6.78113504e-004
2.51696021e+003	2.18488007e+002	4.57691026e-003	-8.91948891e+000	2.15845871e+002	-3.38757849e+001	4.52156253e-003	7.09633586e-004
2.20655029e+003	2.20657898e+002	4.53190214e-003	-9.44700718e+000	2.17665298e+002	-3.62177548e+001	4.47043972e-003	7.43845211e-004
1.93441284e+003	2.22849304e+002	4.48733732e-003	-9.93055725e+000	2.19510463e+002	-3.84313562e+001	4.42010576e-003	7.73861330e-004
1.69583777e+003	2.25805099e+002	4.42859795e-003	-1.05019798e+001	2.22022550e+002	-4.11573829e+001	4.35441278e-003	8.07198339e-004
1.48671216e+003	2.28047699e+002	4.38504753e-003	-1.10733900e+001	2.23801900e+002	-4.38002554e+001	4.30340659e-003	8.42219426e-004
1.30333960e+003	2.32599792e+002	4.29922997e-003	-1.15568895e+001	2.27884126e+002	-4.65992315e+001	4.21206854e-003	8.61311227e-004
1.14256079e+003	2.34909805e+002	4.25695300e-003	-1.22161598e+001	2.29590567e+002	-4.97070230e+001	4.16055963e-003	9.00773215e-004
1.00169299e+003	2.38810898e+002	4.18741359e-003	-1.27875299e+001	2.32887802e+002	-5.28575104e+001	4.08355548e-003	9.26826453e-004
8.78113281e+002	2.42776901e+002	4.11900801e-003	-1.34467697e+001	2.36121508e+002	-5.64557992e+001	4.00609109e-003	9.57841903e-004
7.69794800e+002	2.46808701e+002	4.05172102e-003	-1.41060104e+001	2.39366543e+002	-6.01514148e+001	3.92954726e-003	9.87472287e-004
6.74889404e+002	2.50907394e+002	3.98553419e-003	-1.47652502e+001	2.42621965e+002	-6.39460915e+001	3.85392443e-003	1.01575059e-003
5.91668274e+002	2.56760193e+002	3.89468472e-003	-1.54684200e+001	2.47459723e+002	-6.84797939e+001	3.75360990e-003	1.03874048e-003
5.18641296e+002	2.61024200e+002	3.83106240e-003	-1.61715908e+001	2.50695969e+002	-7.26991357e+001	3.67947454e-003	1.06700806e-003
4.54675507e+002	2.66234589e+002	3.75608596e-003	-1.68747501e+001	2.54770954e+002	-7.72827106e+001	3.59435491e-003	1.09031853e-003
3.98638397e+002	2.73343903e+002	3.65839512e-003	-1.76657906e+001	2.60453780e+002	-8.29500897e+001	3.48587560e-003	1.11019196e-003
3.49456909e+002	2.79720215e+002	3.57500083e-003	-1.84128895e+001	2.65399932e+002	-8.83531241e+001	3.39197858e-003	1.12920867e-003
3.06355988e+002	2.86245087e+002	3.49350975e-003	-1.91160393e+001	2.70460752e+002	-9.37402318e+001	3.30086810e-003	1.14406300e-003
2.68560791e+002	2.94858490e+002	3.39145737e-003	-1.99070797e+001	2.77239534e+002	-1.00398058e+002	3.18880444e-003	1.15477677e-003
2.35415405e+002	3.02732086e+002	3.30325078e-003	-2.06981106e+001	2.83192452e+002	-1.06998838e+002	3.09004473e-003	1.16751416e-003
2.06383408e+002	3.10816010e+002	3.21733749e-003	-2.15330906e+001	2.89122837e+002	-1.14081448e+002	2.99278581e-003	1.18088679e-003
1.80928299e+002	3.21225189e+002	3.11308090e-003	-2.23680592e+001	2.97055668e+002	-1.22243822e+002	2.87884748e-003	1.18469821e-003
1.58632706e+002	3.30891113e+002	3.02214221e-003	-2.31151409e+001	3.04326442e+002	-1.29901291e+002	2.77951794e-003	1.18643311e-003
1.39079300e+002	3.40847900e+002	2.93385994e-003	-2.39061699e+001	3.11606669e+002	-1.38125215e+002	2.68216504e-003	1.18891751e-003
1.21910500e+002	3.53425110e+002	2.82945374e-003	-2.47411404e+001	3.20983477e+002	-1.47915232e+002	2.56973224e-003	1.18418102e-003
1.06887703e+002	3.66466400e+002	2.72876313e-003	-2.55321693e+001	3.30678547e+002	-1.57953540e+002	2.46228147e-003	1.17614547e-003
9.36535034e+001	3.81242706e+002	2.62300100e-003	-2.63231907e+001	3.41710515e+002	-1.69055982e+002	2.35101422e-003	1.16312785e-003
8.21480026e+001	3.95310486e+002	2.52965716e-003	-2.70263195e+001	3.52141744e+002	-1.79628985e+002	2.25341324e-003	1.14947557e-003
7.20136032e+001	4.12606812e+002	2.42361486e-003	-2.76415596e+001	3.65514879e+002	-1.91424277e+002	2.14700114e-003	1.12440878e-003
6.31310997e+001	4.29243500e+002	2.32968001e-003	-2.79931297e+001	3.79023676e+002	-2.01472170e+002	2.05711649e-003	1.09347186e-003
5.53217010e+001	4.46550995e+002	2.23938590e-003	-2.83446999e+001	3.93012755e+002	-2.12011239e+002	1.97089970e-003	1.06320439e-003
4.84660988e+001	4.67627106e+002	2.13845602e-003	-2.86962605e+001	4.10191978e+002	-2.24538753e+002	1.87580552e-003	1.02681440e-003
4.25046997e+001	4.86482391e+002	2.05557286e-003	-2.88720493e+001	4.26012719e+002	-2.34900575e+002	1.80006553e-003	9.92544140e-004
3.72587013e+001	5.12810486e+002	1.95003813e-003	-2.93554497e+001	4.46963184e+002	-2.51393132e+002	1.69964397e-003	9.55959768e-004
3.26683998e+001	5.38785828e+002	1.85602506e-003	-2.97949009e+001	4.67563556e+002	-2.67720917e+002	1.61067651e-003	9.22252787e-004
2.86145992e+001	5.60510315e+002	1.78408849e-003	-3.07616997e+001	4.81647628e+002	-2.86683406e+002	1.53307079e-003	9.12505177e-004
2.50974007e+001	5.90844788e+002	1.69249187e-003	-3.16406097e+001	5.03018861e+002	-3.09950946e+002	1.44091198e-003	8.87863390e-004
2.19974995e+001	6.18731201e+002	1.61621072e-003	-3.29150314e+001	5.19410820e+002	-3.36215258e+002	1.35677227e-003	8.78240345e-004
1.92553005e+001	6.47933777e+002	1.54336760e-003	-3.38378792e+001	5.38184493e+002	-3.60798601e+002	1.28194661e-003	8.59416334e-004
1.68707008e+001	6.85253174e+002	1.45931466e-003	-3.49804611e+001	5.61460541e+002	-3.92853628e+002	1.19568596e-003	8.36620799e-004
1.47841997e+001	7.19963196e+002	1.38895989e-003	-3.58593712e+001	5.83499383e+002	-4.21752859e+002	1.12569259e-003	8.13649652e-004
1.29958000e+001	7.56431396e+002	1.32199695e-003	-3.67822189e+001	6.05838940e+002	-4.52932264e+002	1.05881014e-003	7.91578820e-004
1.13862000e+001	8.05288025e+002	1.24179172e-003	-3.75292892e+001	6.38627259e+002	-4.90554815e+002	9.84793039e-004	7.56458420e-004
9.95552826e+000	8.43295593e+002	1.18582382e-003	-3.84960899e+001	6.60005834e+002	-5.24918810e+002	9.28085767e-004	7.38129349e-004
