Exported from: CypherGraph V1.21.0
Acquired by  : CypherGraph V1.21.0 | C60-0504-0348 V1.23.1 : 14/07/2017
Graph title  : Title
Points       : 294
Pen legend   : 14:41:38
Resonance    : N/A
Capacitance  : 9.53498365e-006 F at 1.12074003e+001 Hz
Frequency (Hz)	Impedance (Ohms)	Admittance (S)	Phase angle (Degrees)	Resistance (Ohms)	Reactance (S)	Conductance (S)	Susceptance (S)
1.23400002e+001	1.36688306e+003	7.31591481e-004	-8.80663986e+001	4.61204180e+001	-1.36610475e+003	2.46848513e-005	7.31174913e-004
1.20419998e+001	1.39418701e+003	7.17263890e-004	-8.81982269e+001	4.38355954e+001	-1.39349771e+003	2.25519887e-005	7.16909266e-004
1.17439003e+001	1.41269299e+003	7.07867884e-004	-8.85937424e+001	3.46694096e+001	-1.41226751e+003	1.73720417e-005	7.07654685e-004
1.15053997e+001	1.44567004e+003	6.91720773e-004	-8.87255783e+001	3.21531771e+001	-1.44531244e+003	1.53845759e-005	6.91549667e-004
1.12074003e+001	1.48920300e+003	6.71500123e-004	-8.92089767e+001	2.05592243e+001	-1.48906108e+003	9.27040951e-006	6.71436129e-004
1.09688997e+001	1.53404700e+003	6.51870511e-004	-8.89452972e+001	2.82371972e+001	-1.53378709e+003	1.19989780e-005	6.51760069e-004
1.07305002e+001	1.57504102e+003	6.34904101e-004	-8.89452972e+001	2.89917740e+001	-1.57477417e+003	1.16866774e-005	6.34796534e-004
1.04323997e+001	1.64943298e+003	6.06268948e-004	-8.85058517e+001	4.30087192e+001	-1.64887217e+003	1.58083725e-005	6.06062813e-004
1.01939001e+001	1.68793701e+003	5.92439169e-004	-8.83300705e+001	4.91892559e+001	-1.68722013e+003	1.72646501e-005	5.92187555e-004
9.95552826e+000	1.70471301e+003	5.86609003e-004	-8.85937424e+001	4.18359785e+001	-1.70419958e+003	1.43961837e-005	5.86432325e-004
