Exported from: CypherGraph V1.21.0
Acquired by  : CypherGraph V1.21.0 | C60-0504-0348 V1.23.1 : 21/08/2017
Graph title  : Title
Points       : 99
Pen legend   : 18:21:07
Resonance    : N/A
Capacitance  : N/A
Frequency (Hz)	Impedance (Ohms)	Admittance (S)	Phase angle (Degrees)	Resistance (Ohms)	Reactance (S)	Conductance (S)	Susceptance (S)
4.86897906e+005	6.33164124e+002	1.57936933e-003	-1.04940901e+001	6.22573630e+002	-1.15320780e+002	1.55295233e-003	2.87657019e-004
4.26848781e+005	6.37349426e+002	1.56899804e-003	-9.47299385e+000	6.28658075e+002	-1.04896693e+002	1.54760206e-003	2.58229942e-004
3.74205469e+005	6.39452271e+002	1.56383838e-003	-8.62354279e+000	6.32223169e+002	-9.58805029e+001	1.54615895e-003	2.34484444e-004
3.28054688e+005	6.41562195e+002	1.55869533e-003	-7.94624281e+000	6.35402050e+002	-8.86920796e+001	1.54372907e-003	2.15480170e-004
2.87595656e+005	6.43679077e+002	1.55356922e-003	-7.17787123e+000	6.38634586e+002	-8.04277327e+001	1.54139395e-003	1.94118551e-004
2.52126438e+005	6.47933777e+002	1.54336760e-003	-6.67038012e+000	6.43547804e+002	-7.52622300e+001	1.53292029e-003	1.79273394e-004
2.21031688e+005	6.50071716e+002	1.53829181e-003	-6.24833107e+000	6.46209971e+002	-7.07524532e+001	1.52915361e-003	1.67424481e-004
1.93771844e+005	6.52216614e+002	1.53323295e-003	-5.91202784e+000	6.48747615e+002	-6.71791903e+001	1.52507801e-003	1.57925060e-004
1.69873984e+005	6.52216614e+002	1.53323295e-003	-5.61778879e+000	6.49084053e+002	-6.38467146e+001	1.52586891e-003	1.50091065e-004
1.48923375e+005	6.58693970e+002	1.51815569e-003	-5.40979004e+000	6.55760061e+002	-6.21006281e+001	1.51139363e-003	1.43129323e-004
1.30556680e+005	6.63047913e+002	1.50818663e-003	-5.24429083e+000	6.60272421e+002	-6.06041655e+001	1.50187343e-003	1.37851867e-004
1.14455078e+005	6.65235718e+002	1.50322656e-003	-5.12146902e+000	6.62579888e+002	-5.93839376e+001	1.49722521e-003	1.34189295e-004
1.00339266e+005	6.67430725e+002	1.49828284e-003	-5.04148102e+000	6.64848661e+002	-5.86517733e+001	1.49248649e-003	1.31664519e-004
8.79644844e+004	6.71842285e+002	1.48844457e-003	-4.96051788e+000	6.69325913e+002	-5.80936994e+001	1.48286963e-003	1.28704688e-004
7.71158203e+004	6.74059082e+002	1.48354948e-003	-4.96659184e+000	6.71528225e+002	-5.83565736e+001	1.47797927e-003	1.28438095e-004
6.76051328e+004	6.76283203e+002	1.47867047e-003	-4.97191715e+000	6.73738550e+002	-5.86117470e+001	1.47310667e-003	1.28152612e-004
5.92673477e+004	6.80753418e+002	1.46896067e-003	-4.97658396e+000	6.78187137e+002	-5.90544084e+001	1.46342304e-003	1.27430287e-004
5.19579023e+004	6.82999573e+002	1.46412976e-003	-4.98067713e+000	6.80420590e+002	-5.92978681e+001	1.45860126e-003	1.27115414e-004
4.55499414e+004	6.89782715e+002	1.44973189e-003	-5.02820921e+000	6.87128201e+002	-6.04568353e+001	1.44415284e-003	1.27063495e-004
3.99322813e+004	6.92058716e+002	1.44496410e-003	-5.07530022e+000	6.89345357e+002	-6.12229070e+001	1.43929882e-003	1.27828609e-004
3.50073945e+004	6.98931824e+002	1.43075471e-003	-5.12200308e+000	6.96140887e+002	-6.23983939e+001	1.42504150e-003	1.27733197e-004
3.06899727e+004	7.03551575e+002	1.42135991e-003	-5.16836500e+000	7.00691137e+002	-6.33778282e+001	1.41558107e-003	1.28039944e-004
2.69049648e+004	7.08202087e+002	1.41202634e-003	-5.21442890e+000	7.05271223e+002	-6.43637943e+001	1.40618273e-003	1.28329716e-004
2.35867344e+004	7.10538879e+002	1.40738252e-003	-5.26023197e+000	7.07546495e+002	-6.51418134e+001	1.40145543e-003	1.29028055e-004
2.06778105e+004	7.17595520e+002	1.39354270e-003	-5.30580616e+000	7.14520862e+002	-6.63571272e+001	1.38757184e-003	1.28862971e-004
1.81275859e+004	7.24722229e+002	1.37983901e-003	-5.35117912e+000	7.21563738e+002	-6.75875775e+001	1.37382538e-003	1.28683752e-004
1.58919443e+004	7.29512512e+002	1.37077841e-003	-5.44032097e+000	7.26226416e+002	-6.91642791e+001	1.36460372e-003	1.29961994e-004
1.39319570e+004	7.34334595e+002	1.36177705e-003	-5.52930880e+000	7.30917765e+002	-7.07567511e+001	1.35544076e-003	1.31213919e-004
1.22137051e+004	7.39188477e+002	1.35283494e-003	-5.57421684e+000	7.35693011e+002	-7.18010997e+001	1.34643767e-003	1.31407672e-004
1.07073799e+004	7.46529724e+002	1.33953139e-003	-5.66295099e+000	7.42886349e+002	-7.36647903e+001	1.33299392e-003	1.32180000e-004
9.38687109e+003	7.51464172e+002	1.33073543e-003	-5.79552603e+000	7.47623136e+002	-7.58818084e+001	1.32393351e-003	1.34375816e-004
8.22916797e+003	7.56431396e+002	1.32199695e-003	-5.88406515e+000	7.52446037e+002	-7.75462382e+001	1.31503183e-003	1.35525695e-004
7.21424072e+003	7.61431274e+002	1.31331616e-003	-6.01646900e+000	7.57237165e+002	-7.98089033e+001	1.30608217e-003	1.37654344e-004
6.32450293e+003	7.66464417e+002	1.30469201e-003	-6.14880323e+000	7.62055000e+002	-8.20967601e+001	1.29718621e-003	1.39746849e-004
5.54451416e+003	7.74076416e+002	1.29186212e-003	-6.32502079e+000	7.69364567e+002	-8.52787282e+001	1.28399848e-003	1.42322329e-004
4.86068262e+003	7.79193115e+002	1.28337890e-003	-6.50118494e+000	7.74182525e+002	-8.82231758e+001	1.27512615e-003	1.45308987e-004
4.26120459e+003	7.86931519e+002	1.27075861e-003	-6.72124720e+000	7.81523187e+002	-9.21017016e+001	1.26202508e-003	1.48728355e-004
3.73570776e+003	7.92133118e+002	1.26241408e-003	-6.98521280e+000	7.86253566e+002	-9.63338257e+001	1.25304390e-003	1.53526188e-004
3.27495142e+003	7.97369019e+002	1.25412447e-003	-7.24914312e+000	7.90995518e+002	-1.00615319e+002	1.24410005e-003	1.58250610e-004
2.87106714e+003	8.05288025e+002	1.24179172e-003	-7.46909618e+000	7.98455252e+002	-1.04680529e+002	1.23125526e-003	1.61422262e-004
2.51696021e+003	8.13285583e+002	1.22958038e-003	-7.73296595e+000	8.05889520e+002	-1.09432731e+002	1.21839851e-003	1.65447836e-004
2.20655029e+003	8.21362488e+002	1.21748925e-003	-8.04075718e+000	8.13287524e+002	-1.14890123e+002	1.20551989e-003	1.70299340e-004
1.93441284e+003	8.29519775e+002	1.20551677e-003	-8.30458069e+000	8.20821634e+002	-1.19811947e+002	1.19287602e-003	1.74119190e-004
1.69583777e+003	8.35002930e+002	1.19760059e-003	-8.61233139e+000	8.25587582e+002	-1.25040138e+002	1.18409665e-003	1.79338465e-004
1.48671216e+003	8.43295593e+002	1.18582382e-003	-8.92006588e+000	8.33096459e+002	-1.30758358e+002	1.17148202e-003	1.83869544e-004
1.30333960e+003	8.57300171e+002	1.16645258e-003	-9.35962200e+000	8.45886948e+002	-1.39423289e+002	1.15092362e-003	1.89700949e-004
1.14256079e+003	8.62966919e+002	1.15879297e-003	-9.75521946e+000	8.50488959e+002	-1.46220497e+002	1.14203755e-003	1.96345051e-004
1.00169299e+003	8.77298218e+002	1.13986325e-003	-1.01508102e+001	8.63566111e+002	-1.54614793e+002	1.12202129e-003	2.00889181e-004
8.78113281e+002	8.86010925e+002	1.12865425e-003	-1.06782198e+001	8.70668144e+002	-1.64171689e+002	1.10910969e-003	2.09131818e-004
7.69794800e+002	8.94810181e+002	1.11755546e-003	-1.11177301e+001	8.78017315e+002	-1.72542326e+002	1.09658234e-003	2.15493321e-004
6.74889404e+002	9.09670227e+002	1.09929947e-003	-1.15572395e+001	8.91226703e+002	-1.82249517e+002	1.07701122e-003	2.20241129e-004
5.91668274e+002	9.21735779e+002	1.08490961e-003	-1.21285801e+001	9.01161303e+002	-1.93662468e+002	1.06069285e-003	2.27946312e-004
5.18641296e+002	9.37043030e+002	1.06718685e-003	-1.25680704e+001	9.14589770e+002	-2.03899956e+002	1.04161511e-003	2.32219167e-004
4.54675507e+002	9.49471619e+002	1.05321737e-003	-1.31393900e+001	9.24614374e+002	-2.15834693e+002	1.02564405e-003	2.39418265e-004
3.98638397e+002	9.65239380e+002	1.03601243e-003	-1.35788803e+001	9.38258632e+002	-2.26622593e+002	1.00705341e-003	2.43238962e-004
3.49456909e+002	9.81269104e+002	1.01908844e-003	-1.43699198e+001	9.50568716e+002	-2.43532689e+002	9.87204820e-004	2.52918742e-004
3.06355988e+002	1.00085699e+003	9.99143739e-004	-1.48972902e+001	9.67216429e+002	-2.57307411e+002	9.65560759e-004	2.56866955e-004
2.68560791e+002	1.01747803e+003	9.82822207e-004	-1.55564899e+001	9.80204251e+002	-2.72875726e+002	9.46817994e-004	2.63581440e-004
2.35415405e+002	1.03778796e+003	9.63587973e-004	-1.62156906e+001	9.96501902e+002	-2.89806518e+002	9.25253790e-004	2.69085868e-004
2.06383408e+002	1.05502197e+003	9.47847558e-004	-1.68748798e+001	1.00959372e+003	-3.06254595e+002	9.07034137e-004	2.75143720e-004
1.80928299e+002	1.07963306e+003	9.26240628e-004	-1.75340805e+001	1.02947106e+003	-3.25264326e+002	8.83205559e-004	2.79051324e-004
1.58632706e+002	1.10118298e+003	9.08114287e-004	-1.81932697e+001	1.04613345e+003	-3.43815015e+002	8.62716504e-004	2.83534465e-004
1.39079300e+002	1.12687000e+003	8.87413814e-004	-1.88964100e+001	1.06613807e+003	-3.64946019e+002	8.39587226e-004	2.87396186e-004
1.21910500e+002	1.15315601e+003	8.67185355e-004	-1.95995407e+001	1.08634231e+003	-3.86819284e+002	8.16940758e-004	2.90892140e-004
1.06887703e+002	1.17617505e+003	8.50213581e-004	-2.01708393e+001	1.10403863e+003	-4.05569278e+002	7.98068826e-004	2.93171079e-004
9.36535034e+001	1.20758301e+003	8.28100423e-004	-2.09618607e+001	1.12766368e+003	-4.32008505e+002	7.73295719e-004	2.96249967e-004
8.21480026e+001	1.23982898e+003	8.06562854e-004	-2.17089405e+001	1.15189394e+003	-4.58602493e+002	7.49357274e-004	2.98340934e-004
7.20136032e+001	1.27713696e+003	7.83001377e-004	-2.24120693e+001	1.18066937e+003	-4.86927781e+002	7.23857948e-004	2.98531116e-004
6.31310997e+001	1.31123999e+003	7.62636899e-004	-2.29833603e+001	1.20715152e+003	-5.11991725e+002	7.02097478e-004	2.97782087e-004
5.53217010e+001	1.34625500e+003	7.42801324e-004	-2.32470398e+001	1.23695472e+003	-5.31361985e+002	6.82494476e-004	2.93180998e-004
4.84660988e+001	1.38676501e+003	7.21102703e-004	-2.36425495e+001	1.27036712e+003	-5.56133597e+002	6.60577067e-004	2.89183413e-004
4.25046997e+001	1.42849304e+003	7.00038412e-004	-2.39062309e+001	1.30594247e+003	-5.78883963e+002	6.39982040e-004	2.83684273e-004
3.72587013e+001	1.48120398e+003	6.75126461e-004	-2.44775200e+001	1.34807915e+003	-6.13716409e+002	6.14448731e-004	2.79729324e-004
3.26683998e+001	1.53081006e+003	6.53248909e-004	-2.47851391e+001	1.38980139e+003	-6.41741013e+002	5.93075697e-004	2.73852797e-004
2.86145992e+001	1.58207605e+003	6.32080866e-004	-2.55322094e+001	1.42757545e+003	-6.81903929e+002	5.70353824e-004	2.72438500e-004
2.50974007e+001	1.65129700e+003	6.05584581e-004	-2.65869007e+001	1.47668321e+003	-7.39045649e+002	5.41547998e-004	2.71032195e-004
2.19974995e+001	1.71788000e+003	5.82112835e-004	-2.77734299e+001	1.51997535e+003	-8.00491502e+002	5.15051784e-004	2.71250830e-004
1.92553005e+001	1.78126904e+003	5.61397507e-004	-2.88281097e+001	1.56051677e+003	-8.58898611e+002	4.91823639e-004	2.70696637e-004
1.68707008e+001	1.87767004e+003	5.32574934e-004	-3.01025295e+001	1.62442733e+003	-9.41743405e+002	4.60746169e-004	2.67112389e-004
1.47841997e+001	1.97278003e+003	5.06898886e-004	-3.12011604e+001	1.68742483e+003	-1.02198751e+003	4.33577873e-004	2.62596096e-004
1.29958000e+001	2.06588989e+003	4.84052903e-004	-3.22119102e+001	1.74791303e+003	-1.10122708e+003	4.09548631e-004	2.58025448e-004
1.13862000e+001	2.20657910e+003	4.53190189e-004	-3.31347618e+001	1.84776118e+003	-1.20613845e+003	3.79495681e-004	2.47718340e-004
9.95552826e+000	2.32599805e+003	4.29922975e-004	-3.44970703e+001	1.91698327e+003	-1.31736178e+003	3.54323234e-004	2.43492937e-004
