Exported from: CypherGraph V1.21.0
Acquired by  : CypherGraph V1.21.0 | C60-0504-0348 V1.23.1 : 14/07/2017
Graph title  : Title
Points       : 99
Pen legend   : 18:01:44
Resonance    : N/A
Capacitance  : N/A
Frequency (Hz)	Impedance (Ohms)	Admittance (S)	Phase angle (Degrees)	Resistance (Ohms)	Reactance (S)	Conductance (S)	Susceptance (S)
3.49456909e+002	2.81989410e+002	3.54623246e-003	-1.42820301e+001	2.73274006e+002	-6.95654014e+001	3.43662959e-003	8.74838116e-004
3.06355988e+002	2.87610199e+002	3.47692816e-003	-1.49412298e+001	2.77886327e+002	-7.41539989e+001	3.35937599e-003	8.96449875e-004
2.68560791e+002	2.93342987e+002	3.40897872e-003	-1.55564899e+001	2.82596808e+002	-7.86711639e+001	3.28409591e-003	9.14248287e-004
2.35415405e+002	2.99190002e+002	3.34235767e-003	-1.62596302e+001	2.87223242e+002	-8.37703207e+001	3.20867275e-003	9.35827975e-004
2.06383408e+002	3.05153687e+002	3.27703726e-003	-1.70067196e+001	2.91809456e+002	-8.92525273e+001	3.13373393e-003	9.58480497e-004
1.80928299e+002	3.12261597e+002	3.20244311e-003	-1.77098598e+001	2.97463253e+002	-9.49890400e+001	3.05067660e-003	9.74173578e-004
1.58632706e+002	3.19535095e+002	3.12954669e-003	-1.84130001e+001	3.03176294e+002	-1.00929737e+002	2.96932757e-003	9.88512149e-004
1.39079300e+002	3.26977997e+002	3.05830976e-003	-1.91600800e+001	3.08865140e+002	-1.07316986e+002	2.88889553e-003	1.00376352e-003
1.21910500e+002	3.35696686e+002	2.97887957e-003	-1.98632107e+001	3.15724911e+002	-1.14061585e+002	2.80165557e-003	1.01215097e-003
1.06887703e+002	3.44647888e+002	2.90151205e-003	-2.07421303e+001	3.22309144e+002	-1.22061389e+002	2.71344725e-003	1.02760703e-003
9.36535034e+001	3.55003693e+002	2.81687211e-003	-2.15331497e+001	3.30226339e+002	-1.30300370e+002	2.62026955e-003	1.03390327e-003
8.21480026e+001	3.65670593e+002	2.73470172e-003	-2.23681202e+001	3.38156778e+002	-1.39158099e+002	2.52893708e-003	1.04070685e-003
7.20136032e+001	3.76657898e+002	2.65492906e-003	-2.31591396e+001	3.46305315e+002	-1.48134402e+002	2.44098438e-003	1.04414731e-003
6.31310997e+001	3.86701385e+002	2.58597470e-003	-2.39062099e+001	3.53526289e+002	-1.56707130e+002	2.36412403e-003	1.04794213e-003
5.53217010e+001	3.99633087e+002	2.50229531e-003	-2.43017292e+001	3.64221942e+002	-1.64465746e+002	2.28056907e-003	1.02979928e-003
4.84660988e+001	4.12997192e+002	2.42132397e-003	-2.48290691e+001	3.74821612e+002	-1.73422721e+002	2.19750780e-003	1.01674442e-003
4.25046997e+001	4.28214508e+002	2.33527819e-003	-2.52245903e+001	3.87381785e+002	-1.82491144e+002	2.11259594e-003	9.95219871e-004
3.72587013e+001	4.45455414e+002	2.24489358e-003	-2.58837700e+001	4.00767984e+002	-1.94462205e+002	2.01968917e-003	9.80001460e-004
3.26683998e+001	4.61868713e+002	2.16511743e-003	-2.62353306e+001	4.14289747e+002	-2.04173245e+002	1.94207991e-003	9.57109752e-004
2.86145992e+001	4.77314087e+002	2.09505654e-003	-2.71142406e+001	4.24857055e+002	-2.17543605e+002	1.86480889e-003	9.54855858e-004
2.50974007e+001	4.98167786e+002	2.00735581e-003	-2.82128792e+001	4.38984062e+002	-2.35508251e+002	1.76887634e-003	9.48975164e-004
2.19974995e+001	5.18225220e+002	1.92966294e-003	-2.95312405e+001	4.50901065e+002	-2.55432199e+002	1.67897478e-003	9.51127094e-004
1.92553005e+001	5.37319824e+002	1.86108897e-003	-3.06298695e+001	4.62351101e+002	-2.73759114e+002	1.60142339e-003	9.48206349e-004
1.68707008e+001	5.64496704e+002	1.77148953e-003	-3.19482307e+001	4.78990444e+002	-2.98705011e+002	1.50315591e-003	9.37388643e-004
1.47841997e+001	5.91100586e+002	1.69175945e-003	-3.31786995e+001	4.94732169e+002	-3.23481041e+002	1.41594822e-003	9.25818921e-004
1.29958000e+001	6.14899719e+002	1.62628144e-003	-3.44531212e+001	5.07039754e+002	-3.47868298e+002	1.34101434e-003	9.20039054e-004
1.13862000e+001	6.50264404e+002	1.53783598e-003	-3.56396408e+001	5.28468462e+002	-3.78899565e+002	1.24979595e-003	8.96074552e-004
9.95552826e+000	6.80910400e+002	1.46862201e-003	-3.71337891e+001	5.42840878e+002	-4.11050794e+002	1.17082668e-003	8.86575153e-004
