Exported from: CypherGraph V1.21.0
Acquired by  : CypherGraph V1.21.0 | C60-0504-0348 V1.23.1 : 21/08/2017
Graph title  : C:\Documents and Settings\henry\Escritorio\T38_2x2.gzd
Points       : 99
Pen legend   : 17:17:47
Resonance    : N/A
Capacitance  : N/A
Frequency (Hz)	Impedance (Ohms)	Admittance (S)	Phase angle (Degrees)	Resistance (Ohms)	Reactance (S)	Conductance (S)	Susceptance (S)
1.39319570e+004	6.82999573e+001	1.46412976e-002	-1.48634100e+000	6.82769769e+001	-1.77160764e+000	1.46363713e-002	3.79775270e-004
1.22137051e+004	6.82999573e+001	1.46412976e-002	-1.53124797e+000	6.82755674e+001	-1.82512085e+000	1.46360692e-002	3.91246768e-004
1.07073799e+004	6.82999573e+001	1.46412976e-002	-1.61998200e+000	6.82726589e+001	-1.93085706e+000	1.46354457e-002	4.13913184e-004
9.38687109e+003	6.85253220e+001	1.45931456e-002	-1.66466701e+000	6.84964018e+001	-1.99064915e+000	1.45869868e-002	4.23928441e-004
8.22916797e+003	6.87514191e+001	1.45451543e-002	-1.84109604e+000	6.87159278e+001	-2.20882210e+000	1.45376457e-002	4.67301748e-004
7.21424072e+003	6.87514191e+001	1.45451543e-002	-1.97350001e+000	6.87106400e+001	-2.36761068e+000	1.45365270e-002	5.00895301e-004
6.32450293e+003	6.92058716e+001	1.44496410e-002	-2.01794410e+000	6.91629534e+001	-2.43691091e+000	1.44406800e-002	5.08807808e-004
5.54451416e+003	6.92058716e+001	1.44496410e-002	-2.06232500e+000	6.91610451e+001	-2.49048330e+000	1.44402816e-002	5.19993302e-004
4.86068262e+003	6.94342194e+001	1.44021206e-002	-2.28243494e+000	6.93791338e+001	-2.76525039e+000	1.43906947e-002	5.73571214e-004
4.26120459e+003	6.94342194e+001	1.44021206e-002	-2.37066102e+000	6.93747935e+001	-2.87207952e+000	1.43897944e-002	5.95729829e-004
3.73570776e+003	6.98931732e+001	1.43075490e-002	-2.45884609e+000	6.98288222e+001	-2.99854214e+000	1.42943760e-002	6.13819443e-004
3.27495142e+003	7.01237869e+001	1.42604962e-002	-2.67883110e+000	7.00471564e+001	-3.27740282e+000	1.42449125e-002	6.66498384e-004
2.87106714e+003	7.01237869e+001	1.42604962e-002	-2.81089306e+000	7.00394162e+001	-3.43884679e+000	1.42433385e-002	6.99329911e-004
2.51696021e+003	7.05873032e+001	1.41668537e-002	-3.03081799e+000	7.04885685e+001	-3.73216861e+000	1.41470377e-002	7.49045288e-004
2.20655029e+003	7.08202133e+001	1.41202625e-002	-3.20677304e+000	7.07093201e+001	-3.96164960e+000	1.40981524e-002	7.89880877e-004
1.93441284e+003	7.10538864e+001	1.40738255e-002	-3.42665100e+000	7.09268516e+001	-4.24694025e+000	1.40486634e-002	8.41202348e-004
1.69583777e+003	7.12883301e+001	1.40275414e-002	-3.60256600e+000	7.11474583e+001	-4.47941764e+000	1.39998218e-002	8.81423597e-004
1.48671216e+003	7.15235519e+001	1.39814085e-002	-3.82241011e+000	7.13644457e+001	-4.76805791e+000	1.39503065e-002	9.32058934e-004
1.30333960e+003	7.19963226e+001	1.38895983e-002	-4.08618498e+000	7.18133075e+001	-5.13023777e+000	1.38542908e-002	9.89730296e-004
1.14256079e+003	7.24722137e+001	1.37983918e-002	-4.39389181e+000	7.22592125e+001	-5.55229443e+000	1.37578373e-002	1.05713252e-003
1.00169299e+003	7.24722137e+001	1.37983918e-002	-4.56975222e+000	7.22418303e+001	-5.77405624e+000	1.37545278e-002	1.09935500e-003
8.78113281e+002	7.31919632e+001	1.36627022e-002	-4.92138290e+000	7.29221300e+001	-6.27904742e+000	1.36123326e-002	1.17210622e-003
7.69794800e+002	7.34334564e+001	1.36177711e-002	-5.31695223e+000	7.31174961e+001	-6.80472524e+000	1.35591782e-002	1.26189335e-003
6.74889404e+002	7.41627502e+001	1.34838581e-002	-5.62462187e+000	7.38056843e+001	-7.26873361e+000	1.34189384e-002	1.32156065e-003
5.91668274e+002	7.46529694e+001	1.33953145e-002	-5.88834000e+000	7.42590790e+001	-7.65865613e+000	1.33246370e-002	1.37422675e-003
5.18641296e+002	7.48992767e+001	1.33512638e-002	-6.37177992e+000	7.44366015e+001	-8.31228090e+000	1.32687890e-002	1.48171598e-003
4.54675507e+002	7.53943710e+001	1.32635897e-002	-6.85521412e+000	7.48553725e+001	-8.99913263e+000	1.31687675e-002	1.58315270e-003
3.98638397e+002	7.61431427e+001	1.31331590e-002	-7.25075293e+000	7.55342482e+001	-9.61017871e+000	1.30281370e-002	1.65756233e-003
3.49456909e+002	7.68993378e+001	1.30040132e-002	-7.69023418e+000	7.62077069e+001	-1.02904598e+001	1.28870554e-002	1.74016160e-003
3.06355988e+002	7.74076385e+001	1.29186217e-002	-8.30549240e+000	7.65957831e+001	-1.11816152e+001	1.27831305e-002	1.86610856e-003
2.68560791e+002	7.81763992e+001	1.27915843e-002	-8.78891182e+000	7.72584496e+001	-1.19449306e+001	1.26413851e-002	1.95448483e-003
2.35415405e+002	7.86931534e+001	1.27075858e-002	-9.44811058e+000	7.76256549e+001	-1.29178209e+001	1.25352032e-002	2.08600508e-003
2.06383408e+002	8.00000000e+001	1.25000000e-002	-1.01073103e+001	7.87584638e+001	-1.40393869e+001	1.23060100e-002	2.19365420e-003
1.80928299e+002	8.05288010e+001	1.24179174e-002	-1.06786098e+001	7.91342066e+001	-1.49219679e+001	1.22028645e-002	2.30103718e-003
1.58632706e+002	8.15969009e+001	1.22553674e-002	-1.15135803e+001	7.99549610e+001	-1.62867571e+001	1.20087578e-002	2.44617369e-003
1.39079300e+002	8.29519806e+001	1.20551673e-002	-1.22606602e+001	8.10599797e+001	-1.76156401e+001	1.17802083e-002	2.56002914e-003
1.21910500e+002	8.37758026e+001	1.19366209e-002	-1.30516901e+001	8.16115993e+001	-1.89190897e+001	1.16282589e-002	2.69564714e-003
1.06887703e+002	8.51670609e+001	1.17416286e-002	-1.38866596e+001	8.26778311e+001	-2.04402667e+001	1.13984489e-002	2.81801460e-003
9.36535034e+001	8.65814285e+001	1.15498210e-002	-1.48095198e+001	8.37052742e+001	-2.21307667e+001	1.11661467e-002	2.95220809e-003
8.21480026e+001	8.80192795e+001	1.13611473e-002	-1.57323799e+001	8.47219599e+001	-2.38659395e+001	1.09355436e-002	3.08051209e-003
7.20136032e+001	8.97762604e+001	1.11388021e-002	-1.67870693e+001	8.59504183e+001	-2.59287970e+001	1.06641188e-002	3.21706137e-003
6.31310997e+001	9.12671738e+001	1.09568420e-002	-1.77978191e+001	8.68992206e+001	-2.78966389e+001	1.04324588e-002	3.34905806e-003
5.53217010e+001	9.30889816e+001	1.07424099e-002	-1.88525105e+001	8.80950847e+001	-3.00801354e+001	1.01661174e-002	3.47122871e-003
4.84660988e+001	9.55747604e+001	1.04630134e-002	-1.99511509e+001	8.98387340e+001	-3.26119106e+001	9.83506392e-003	3.57017749e-003
4.25046997e+001	9.78041992e+001	1.02245099e-002	-2.08740005e+001	9.13849436e+001	-3.48490096e+001	9.55343702e-003	3.64313645e-003
3.72587013e+001	1.00085602e+002	9.99144714e-003	-2.18407993e+001	9.29015721e+001	-3.72347363e+001	9.27427252e-003	3.71710709e-003
3.26683998e+001	1.02758301e+002	9.73157392e-003	-2.25439301e+001	9.49061124e+001	-3.93966776e+001	8.98794396e-003	3.73100448e-003
2.86145992e+001	1.05502197e+002	9.47847558e-003	-2.38183403e+001	9.65166222e+001	-4.26058125e+001	8.67119805e-003	3.82777007e-003
2.50974007e+001	1.09035500e+002	9.17132497e-003	-2.47851391e+001	9.89918300e+001	-4.57094932e+001	8.32651976e-003	3.84477182e-003
2.19974995e+001	1.11947098e+002	8.93279075e-003	-2.58837795e+001	1.00716722e+002	-4.88701815e+001	8.03666571e-003	3.89958395e-003
1.92553005e+001	1.16460899e+002	8.58657288e-003	-2.69824104e+001	1.03783648e+002	-5.28402832e+001	7.65188883e-003	3.89587360e-003
1.68707008e+001	1.20758301e+002	8.28100423e-003	-2.84326096e+001	1.06192161e+002	-5.74960193e+001	7.28213072e-003	3.94279131e-003
1.47841997e+001	1.26041901e+002	7.93386957e-003	-2.99267502e+001	1.09235968e+002	-6.28813490e+001	6.87599851e-003	3.95814740e-003
1.29958000e+001	1.30263000e+002	7.67677695e-003	-3.15966702e+001	1.10952473e+002	-6.82495282e+001	6.53875146e-003	4.02214292e-003
1.13862000e+001	1.37312805e+002	7.28264198e-003	-3.28271408e+001	1.15385310e+002	-7.44381399e+001	6.11967619e-003	3.94796627e-003
9.95552826e+000	1.43320694e+002	6.97735946e-003	-3.45410118e+001	1.18056201e+002	-8.12622593e+001	5.74739437e-003	3.95613486e-003
