Exported from: CypherGraph V1.21.0
Acquired by  : CypherGraph V1.21.0 | C60-0504-0348 V1.23.1 : 21/08/2017
Graph title  : Title
Points       : 99
Pen legend   : 17:32:41
Resonance    : N/A
Capacitance  : N/A
Frequency (Hz)	Impedance (Ohms)	Admittance (S)	Phase angle (Degrees)	Resistance (Ohms)	Reactance (S)	Conductance (S)	Susceptance (S)
4.86897906e+005	8.37758026e+001	1.19366209e-002	-2.54831105e-001	8.37749740e+001	-3.72603535e-001	1.19365029e-002	5.30896395e-005
4.26848781e+005	8.40522232e+001	1.18973653e-002	-3.32368791e-001	8.40508090e+001	-4.87578306e-001	1.18971651e-002	6.90153928e-005
3.74205469e+005	8.43295593e+001	1.18582382e-002	-3.61823708e-001	8.43278778e+001	-5.32538894e-001	1.18580017e-002	7.48844544e-005
3.28054688e+005	8.43295593e+001	1.18582382e-002	-4.31594908e-001	8.43271668e+001	-6.35227665e-001	1.18579017e-002	8.93243248e-005
2.87595656e+005	8.43295593e+001	1.18582382e-002	-4.10292804e-001	8.43273972e+001	-6.03875468e-001	1.18579341e-002	8.49156475e-005
2.52126438e+005	8.46078110e+001	1.18192397e-002	-4.30145115e-001	8.46054267e+001	-6.35182818e-001	1.18189066e-002	8.87315001e-005
2.21031688e+005	8.46078110e+001	1.18192397e-002	-4.47550088e-001	8.46052298e+001	-6.60883725e-001	1.18188791e-002	9.23217736e-005
1.93771844e+005	8.46078110e+001	1.18192397e-002	-4.62809205e-001	8.46050508e+001	-6.83415921e-001	1.18188541e-002	9.54693959e-005
1.69873984e+005	8.46078110e+001	1.18192397e-002	-4.76186991e-001	8.46048889e+001	-7.03170032e-001	1.18188315e-002	9.82289350e-005
1.48923375e+005	8.46078110e+001	1.18192397e-002	-4.87915307e-001	8.46047432e+001	-7.20488446e-001	1.18188112e-002	1.00648221e-004
1.30556680e+005	8.46078110e+001	1.18192397e-002	-4.98197287e-001	8.46046126e+001	-7.35671128e-001	1.18187929e-002	1.02769157e-004
1.14455078e+005	8.48869781e+001	1.17803699e-002	-5.07211387e-001	8.48836520e+001	-7.51452898e-001	1.17799083e-002	1.04284465e-004
1.00339266e+005	8.48869781e+001	1.17803699e-002	-5.59059203e-001	8.48829373e+001	-8.28265078e-001	1.17798091e-002	1.14944237e-004
8.79644844e+004	8.48869781e+001	1.17803699e-002	-6.53877676e-001	8.48814503e+001	-9.68736189e-001	1.17796027e-002	1.34438413e-004
7.71158203e+004	8.48869781e+001	1.17803699e-002	-7.03896582e-001	8.48805723e+001	-1.04283686e+000	1.17794809e-002	1.44721890e-004
6.76051328e+004	8.48869781e+001	1.17803699e-002	-7.53166497e-001	8.48796441e+001	-1.11582716e+000	1.17793521e-002	1.54851273e-004
5.92673477e+004	8.51670609e+001	1.17416286e-002	-7.57834375e-001	8.51596112e+001	-1.12644675e+000	1.17406016e-002	1.55298530e-004
5.19579023e+004	8.54480667e+001	1.17030149e-002	-8.05871904e-001	8.54396149e+001	-1.20179752e+000	1.17018574e-002	1.64598860e-004
4.55499414e+004	8.54480667e+001	1.17030149e-002	-8.09459388e-001	8.54395394e+001	-1.20714719e+000	1.17018470e-002	1.65331552e-004
3.99322813e+004	8.54480667e+001	1.17030149e-002	-8.56549919e-001	8.54385185e+001	-1.27736823e+000	1.17017072e-002	1.74949066e-004
3.50073945e+004	8.57300186e+001	1.16645256e-002	-8.59307110e-001	8.57203771e+001	-1.28570819e+000	1.16632138e-002	1.74934945e-004
3.06899727e+004	8.57300186e+001	1.16645256e-002	-9.05669510e-001	8.57193086e+001	-1.35507068e+000	1.16630684e-002	1.84372486e-004
2.69049648e+004	8.60128937e+001	1.16261639e-002	-9.51733887e-001	8.60010275e+001	-1.42868501e+000	1.16245600e-002	1.93112048e-004
2.35867344e+004	8.60128937e+001	1.16261639e-002	-9.97537017e-001	8.59998579e+001	-1.49743509e+000	1.16244019e-002	2.02404838e-004
2.06778105e+004	8.60128937e+001	1.16261639e-002	-1.13100100e+000	8.59961365e+001	-1.69775770e+000	1.16238989e-002	2.29481982e-004
1.81275859e+004	8.60128937e+001	1.16261639e-002	-1.22031999e+000	8.59933854e+001	-1.83181586e+000	1.16235270e-002	2.47602313e-004
1.58919443e+004	8.62966919e+001	1.15879297e-002	-1.26551700e+000	8.62756426e+001	-1.90591788e+000	1.15851032e-002	2.55926872e-004
1.39319570e+004	8.62966919e+001	1.15879297e-002	-1.31055903e+000	8.62741177e+001	-1.97374132e+000	1.15848984e-002	2.65034211e-004
1.22137051e+004	8.65814285e+001	1.15498210e-002	-1.35546696e+000	8.65572011e+001	-2.04809709e+000	1.15465891e-002	2.73212802e-004
1.07073799e+004	8.65814285e+001	1.15498210e-002	-1.40025496e+000	8.65555737e+001	-2.11575806e+000	1.15463720e-002	2.82238665e-004
9.38687109e+003	8.65814285e+001	1.15498210e-002	-1.44493997e+000	8.65538973e+001	-2.18326214e+000	1.15461484e-002	2.91243599e-004
8.22916797e+003	8.71537323e+001	1.14739779e-002	-1.62136900e+000	8.71188387e+001	-2.46596699e+000	1.14693841e-002	3.24649904e-004
7.21424072e+003	8.71537323e+001	1.14739779e-002	-1.75377405e+000	8.71129075e+001	-2.66728350e+000	1.14686032e-002	3.51153659e-004
6.32450293e+003	8.71537323e+001	1.14739779e-002	-1.84216201e+000	8.71086891e+001	-2.80166596e+000	1.14680479e-002	3.68845401e-004
5.54451416e+003	8.74412994e+001	1.14362436e-002	-1.88654399e+000	8.73939041e+001	-2.87860735e+000	1.14300449e-002	3.76486341e-004
4.86068262e+003	8.77298126e+001	1.13986337e-002	-2.06270790e+000	8.76729665e+001	-3.15768268e+000	1.13912478e-002	4.10274081e-004
4.26120459e+003	8.83097076e+001	1.13237834e-002	-2.23882508e+000	8.82422986e+001	-3.44981222e+000	1.13151397e-002	4.42362763e-004
3.73570776e+003	8.83097076e+001	1.13237834e-002	-2.32700992e+000	8.82368844e+001	-3.58562319e+000	1.13144454e-002	4.59777541e-004
3.27495142e+003	8.83097076e+001	1.13237834e-002	-2.41515899e+000	8.82312635e+001	-3.72137059e+000	1.13137246e-002	4.77184169e-004
2.87106714e+003	8.86010895e+001	1.12865429e-002	-2.67905688e+000	8.85042509e+001	-4.14133250e+000	1.12742070e-002	5.27547994e-004
2.51696021e+003	8.91867371e+001	1.12124295e-002	-2.81109095e+000	8.90794153e+001	-4.37399507e+000	1.11989371e-002	5.49892427e-004
2.20655029e+003	8.91867371e+001	1.12124295e-002	-3.03099108e+000	8.90619720e+001	-4.71584715e+000	1.11967442e-002	5.92869583e-004
1.93441284e+003	8.94810181e+001	1.11755546e-002	-3.20692492e+000	8.93408917e+001	-5.00576310e+000	1.11580538e-002	6.25184871e-004
1.69583777e+003	8.97762604e+001	1.11388021e-002	-3.51467609e+000	8.96074028e+001	-5.50366235e+000	1.11178515e-002	6.82855419e-004
1.48671216e+003	9.00724792e+001	1.11021703e-002	-3.69057393e+000	8.98856889e+001	-5.79779745e+000	1.10791468e-002	7.14625987e-004
1.30333960e+003	9.06678619e+001	1.10292664e-002	-4.04223919e+000	9.04423124e+001	-6.39134730e+000	1.10018295e-002	7.77473631e-004
1.14256079e+003	9.12671738e+001	1.09568420e-002	-4.26205587e+000	9.10147807e+001	-6.78282345e+000	1.09265416e-002	8.14294139e-004
1.00169299e+003	9.12671738e+001	1.09568420e-002	-4.65764189e+000	9.09657813e+001	-7.41104818e+000	1.09206591e-002	8.89714016e-004
8.78113281e+002	9.21735764e+001	1.08490962e-002	-4.87743807e+000	9.18398024e+001	-7.83701922e+000	1.08098101e-002	9.22439804e-004
7.69794800e+002	9.24777069e+001	1.08134169e-002	-5.22906113e+000	9.20928425e+001	-8.42820490e+000	1.07684147e-002	9.85509875e-004
6.74889404e+002	9.30889816e+001	1.07424099e-002	-5.71251297e+000	9.26266883e+001	-9.26580356e+000	1.06890616e-002	1.06926790e-003
5.91668274e+002	9.33961334e+001	1.07070814e-002	-6.15201187e+000	9.28582716e+001	-1.00089522e+001	1.06454200e-002	1.14744221e-003
5.18641296e+002	9.43236771e+001	1.06017919e-002	-6.59150600e+000	9.37001781e+001	-1.08274039e+001	1.05317119e-002	1.21697846e-003
4.54675507e+002	9.46349106e+001	1.05669250e-002	-7.03099489e+000	9.39232636e+001	-1.15839051e+001	1.04874625e-002	1.29345773e-003
3.98638397e+002	9.55747604e+001	1.04630134e-002	-7.51442480e+000	9.47539614e+001	-1.24988652e+001	1.03731567e-002	1.36830889e-003
3.49456909e+002	9.62064972e+001	1.03943084e-002	-7.99785089e+000	9.52707243e+001	-1.33857831e+001	1.02932059e-002	1.44622204e-003
3.06355988e+002	9.71619568e+001	1.02920941e-002	-8.65705490e+000	9.60549891e+001	-1.46248050e+001	1.01748361e-002	1.54916465e-003
2.68560791e+002	9.84506836e+001	1.01573698e-002	-9.27231026e+000	9.71642975e+001	-1.58630512e+001	1.00246506e-002	1.63662528e-003
2.35415405e+002	9.94284286e+001	1.00574857e-002	-9.84361839e+000	9.79646468e+001	-1.69982469e+001	9.90941976e-003	1.71942399e-003
2.06383408e+002	1.00415901e+002	9.95858214e-003	-1.06786003e+001	9.86769060e+001	-1.86070265e+001	9.78612015e-003	1.84532130e-003
1.80928299e+002	1.01747803e+002	9.82822207e-003	-1.13377895e+001	9.97622156e+001	-2.00028923e+001	9.63642636e-003	1.93215836e-003
1.58632706e+002	1.03097298e+002	9.69957528e-003	-1.21727600e+001	1.00779284e+002	-2.17391047e+001	9.48149249e-003	2.04525324e-003
1.39079300e+002	1.04809402e+002	9.54112872e-003	-1.29198399e+001	1.02156030e+002	-2.34340863e+001	9.29958389e-003	2.13327840e-003
1.21910500e+002	1.05850304e+002	9.44730403e-003	-1.37987604e+001	1.02795405e+002	-2.52466150e+001	9.17464955e-003	2.25329960e-003
1.06887703e+002	1.07963303e+002	9.26240654e-003	-1.46776695e+001	1.04440091e+002	-2.73558433e+001	8.96014253e-003	2.34691729e-003
9.36535034e+001	1.09756203e+002	9.11110238e-003	-1.56005297e+001	1.05712793e+002	-2.95165956e+001	8.77545011e-003	2.45023714e-003
8.21480026e+001	1.11211998e+002	8.99183558e-003	-1.66552296e+001	1.06546293e+002	-3.18746929e+001	8.61459879e-003	2.57716796e-003
7.20136032e+001	1.13806198e+002	8.78686764e-003	-1.76659794e+001	1.08439307e+002	-3.45364647e+001	8.37249513e-003	2.66652739e-003
6.31310997e+001	1.16077904e+002	8.61490402e-003	-1.86327801e+001	1.09993770e+002	-3.70870637e+001	8.16336048e-003	2.75247471e-003
5.53217010e+001	1.18785599e+002	8.41852893e-003	-1.96874695e+001	1.11841897e+002	-4.00176034e+001	7.92641747e-003	2.83611276e-003
4.84660988e+001	1.21556503e+002	8.22662690e-003	-2.06542702e+001	1.13743563e+002	-4.28763968e+001	7.69786748e-003	2.90176264e-003
4.25046997e+001	1.24802399e+002	8.01266651e-003	-2.14452896e+001	1.16161968e+002	-4.56293327e+001	7.45792643e-003	2.92953204e-003
3.72587013e+001	1.27713699e+002	7.83001358e-003	-2.23681393e+001	1.18104239e+002	-4.86022402e+001	7.24086609e-003	2.97976022e-003
3.26683998e+001	1.31990799e+002	7.57628568e-003	-2.29394302e+001	1.21552623e+002	-5.14444442e+001	6.97713329e-003	2.95291649e-003
2.86145992e+001	1.35515305e+002	7.37924032e-003	-2.42138500e+001	1.23592804e+002	-5.55807223e+001	6.73002214e-003	3.02654751e-003
2.50974007e+001	1.40053696e+002	7.14011862e-003	-2.50927601e+001	1.26835763e+002	-5.93946703e+001	6.46625131e-003	3.02801714e-003
2.19974995e+001	1.44268005e+002	6.93154381e-003	-2.61913891e+001	1.29455247e+002	-6.36757138e+001	6.21984556e-003	3.05938242e-003
1.92553005e+001	1.49099503e+002	6.70693049e-003	-2.72900295e+001	1.32504285e+002	-6.83613634e+001	5.96042922e-003	3.07509351e-003
1.68707008e+001	1.55111404e+002	6.44697921e-003	-2.86523304e+001	1.36117300e+002	-7.43749184e+001	5.65751696e-003	3.09128497e-003
1.47841997e+001	1.60834900e+002	6.21755602e-003	-3.00585899e+001	1.39204802e+002	-8.05598411e+001	5.38137965e-003	3.11428257e-003
1.29958000e+001	1.66769699e+002	5.99629312e-003	-3.14208908e+001	1.42314719e+002	-8.69405152e+001	5.11700134e-003	3.12599241e-003
1.13862000e+001	1.75217102e+002	5.70720545e-003	-3.25634689e+001	1.47672227e+002	-9.43077208e+001	4.81000844e-003	3.07180939e-003
9.95552826e+000	1.82281998e+002	5.48600527e-003	-3.41015587e+001	1.50937712e+002	-1.02198502e+002	4.54265969e-003	3.07579206e-003
