Exported from: CypherGraph V1.21.0
Acquired by  : CypherGraph V1.21.0 | C60-0504-0348 V1.23.1 : 21/08/2017
Graph title  : Title
Points       : 99
Pen legend   : 18:13:46
Resonance    : N/A
Capacitance  : N/A
Frequency (Hz)	Impedance (Ohms)	Admittance (S)	Phase angle (Degrees)	Resistance (Ohms)	Reactance (S)	Conductance (S)	Susceptance (S)
1.48923375e+005	5.88901672e+002	1.69807635e-003	-5.27795410e+000	5.86404827e+002	-5.41715644e+001	1.69087678e-003	1.56201717e-004
1.30556680e+005	5.88901672e+002	1.69807635e-003	-5.11245489e+000	5.86558856e+002	-5.24775068e+001	1.69132092e-003	1.51316964e-004
1.14455078e+005	5.94750183e+002	1.68137821e-003	-5.07752419e+000	5.92416300e+002	-5.26375121e+001	1.67478025e-003	1.48807968e-004
1.00339266e+005	5.98681519e+002	1.67033718e-003	-5.04148102e+000	5.96365422e+002	-5.26103030e+001	1.66387521e-003	1.46784129e-004
8.79644844e+004	6.00656921e+002	1.66484388e-003	-5.00446415e+000	5.98367160e+002	-5.23973215e+001	1.65849734e-003	1.45229926e-004
7.71158203e+004	6.02638794e+002	1.65936878e-003	-5.05448198e+000	6.00295356e+002	-5.30942705e+001	1.65291611e-003	1.46195326e-004
6.76051328e+004	6.06622192e+002	1.64847250e-003	-5.05980682e+000	6.04258295e+002	-5.35013773e+001	1.64204870e-003	1.45387937e-004
5.92673477e+004	6.10632019e+002	1.63764750e-003	-5.15236616e+000	6.08164701e+002	-5.48375662e+001	1.63103043e-003	1.47068284e-004
5.19579023e+004	6.16696411e+002	1.62154341e-003	-5.20040321e+000	6.14157941e+002	-5.58971090e+001	1.61486875e-003	1.46976027e-004
4.55499414e+004	6.18731201e+002	1.61621072e-003	-5.29188108e+000	6.16094031e+002	-5.70652635e+001	1.60932207e-003	1.49062291e-004
3.99322813e+004	6.24875977e+002	1.60031756e-003	-5.38291693e+000	6.22120261e+002	-5.86205380e+001	1.59326013e-003	1.50128153e-004
3.50073945e+004	6.29006409e+002	1.58980892e-003	-5.56145620e+000	6.26045563e+002	-6.09591322e+001	1.58232540e-003	1.54073744e-004
3.06899727e+004	6.33164124e+002	1.57936933e-003	-5.65176296e+000	6.30086208e+002	-6.23552579e+001	1.57169176e-003	1.55539423e-004
2.69049648e+004	6.39452271e+002	1.56383838e-003	-5.78571796e+000	6.36194816e+002	-6.44620973e+001	1.55587198e-003	1.57647891e-004
2.35867344e+004	6.43679077e+002	1.55356922e-003	-5.87546682e+000	6.40297664e+002	-6.58912456e+001	1.54540791e-003	1.59033615e-004
2.06778105e+004	6.50071716e+002	1.53829181e-003	-5.96498585e+000	6.46551960e+002	-6.75558943e+001	1.52996287e-003	1.59860330e-004
1.81275859e+004	6.56527710e+002	1.52316496e-003	-6.05430412e+000	6.52865847e+002	-6.92446406e+001	1.51466932e-003	1.60649746e-004
1.58919443e+004	6.63047913e+002	1.50818663e-003	-6.14344597e+000	6.59240082e+002	-7.09580764e+001	1.49952524e-003	1.61403151e-004
1.39319570e+004	6.67430725e+002	1.49828284e-003	-6.23243380e+000	6.63485988e+002	-7.24576837e+001	1.48942749e-003	1.62656737e-004
1.22137051e+004	6.71842285e+002	1.48844457e-003	-6.32128716e+000	6.67757563e+002	-7.39722480e+001	1.47939500e-003	1.63883092e-004
1.07073799e+004	6.78514587e+002	1.47380767e-003	-6.41002083e+000	6.74272791e+002	-7.57512256e+001	1.46459402e-003	1.64539922e-004
9.38687109e+003	6.85253174e+002	1.45931466e-003	-6.49865103e+000	6.80850094e+002	-7.75568316e+001	1.44993786e-003	1.65164972e-004
8.22916797e+003	6.92058716e+002	1.44496410e-003	-6.58719015e+000	6.87490047e+002	-7.93895538e+001	1.43542508e-003	1.65759137e-004
7.21424072e+003	6.94342224e+002	1.44021200e-003	-6.67564917e+000	6.89634685e+002	-8.07163301e+001	1.43044757e-003	1.67422667e-004
6.32450293e+003	7.01237915e+002	1.42604953e-003	-6.80798197e+000	6.96293489e+002	-8.31263544e+001	1.41599446e-003	1.69047190e-004
5.54451416e+003	7.10538879e+002	1.40738252e-003	-6.94025517e+000	7.05332541e+002	-8.58574722e+001	1.39707019e-003	1.70060090e-004
4.86068262e+003	7.15235474e+002	1.39814094e-003	-7.11641884e+000	7.09725641e+002	-8.86075454e+001	1.38737033e-003	1.73209861e-004
4.26120459e+003	7.22338684e+002	1.38439214e-003	-7.24859095e+000	7.16565792e+002	-9.11407751e+001	1.37332816e-003	1.74675088e-004
3.73570776e+003	7.27113403e+002	1.37530129e-003	-7.42466593e+000	7.21017011e+002	-9.39594123e+001	1.36377024e-003	1.77719872e-004
3.27495142e+003	7.36757629e+002	1.35729847e-003	-7.60070610e+000	7.30284411e+002	-9.74499044e+001	1.34537312e-003	1.79527976e-004
2.87106714e+003	7.44074585e+002	1.34395129e-003	-7.86460400e+000	7.37075957e+002	-1.01813665e+002	1.33131033e-003	1.83896358e-004
2.51696021e+003	7.48992920e+002	1.33512611e-003	-8.12847328e+000	7.41468173e+002	-1.05902513e+002	1.32171278e-003	1.88777765e-004
2.20655029e+003	7.56431396e+002	1.32199695e-003	-8.34837437e+000	7.48415915e+002	-1.09827483e+002	1.30798849e-003	1.91942850e-004
1.93441284e+003	7.66464417e+002	1.30469201e-003	-8.61219788e+000	7.57822165e+002	-1.14774857e+002	1.28998099e-003	1.95372200e-004
1.69583777e+003	7.74076416e+002	1.29186212e-003	-9.00783920e+000	7.64529676e+002	-1.21196834e+002	1.27592949e-003	2.02266334e-004
1.48671216e+003	7.81763977e+002	1.27915845e-003	-9.35951900e+000	7.71356595e+002	-1.27137402e+002	1.26212941e-003	2.08028109e-004
1.30333960e+003	7.86931519e+002	1.27075861e-003	-9.75512981e+000	7.75553191e+002	-1.33335900e+002	1.25238457e-003	2.15314469e-004
1.14256079e+003	7.97369019e+002	1.25412447e-003	-1.01507301e+001	7.84888218e+002	-1.40526995e+002	1.23449432e-003	2.21024820e-004
1.00169299e+003	8.07945129e+002	1.23770781e-003	-1.05023699e+001	7.94409923e+002	-1.47269164e+002	1.21697295e-003	2.25604671e-004
8.78113281e+002	8.18661377e+002	1.22150626e-003	-1.08979502e+001	8.03897210e+002	-1.54776375e+002	1.19947698e-003	2.30938355e-004
7.69794800e+002	8.29519775e+002	1.20551677e-003	-1.13374596e+001	8.13332809e+002	-1.63072987e+002	1.18199273e-003	2.36989192e-004
6.74889404e+002	8.43295593e+002	1.18582382e-003	-1.18209105e+001	8.25411563e+002	-1.72751870e+002	1.16067569e-003	2.42919901e-004
5.91668274e+002	8.51670715e+002	1.17416272e-003	-1.22604103e+001	8.32246269e+002	-1.80856727e+002	1.14738305e-003	2.49339589e-004
5.18641296e+002	8.65814270e+002	1.15498212e-003	-1.27438498e+001	8.44485806e+002	-1.90992341e+002	1.12653029e-003	2.54780669e-004
4.54675507e+002	8.83096985e+002	1.13237846e-003	-1.34030704e+001	8.59044476e+002	-2.04701911e+002	1.10153638e-003	2.62485364e-004
3.98638397e+002	8.97762573e+002	1.11388025e-003	-1.38425503e+001	8.71688735e+002	-2.14793823e+002	1.08152968e-003	2.66500971e-004
3.49456909e+002	9.12671692e+002	1.09568425e-003	-1.44578104e+001	8.83768972e+002	-2.27864043e+002	1.06098584e-003	2.73556248e-004
3.06355988e+002	9.27828430e+002	1.07778547e-003	-1.51170197e+001	8.95721118e+002	-2.41969573e+002	1.04048892e-003	2.81077063e-004
2.68560791e+002	9.46349121e+002	1.05669248e-003	-1.56443796e+001	9.11290653e+002	-2.55197971e+002	1.01754623e-003	2.84953799e-004
2.35415405e+002	9.62065125e+002	1.03943067e-003	-1.63475208e+001	9.23170927e+002	-2.70785419e+002	9.97408755e-004	2.92560932e-004
2.06383408e+002	9.81269104e+002	1.01908844e-003	-1.70506592e+001	9.38138280e+002	-2.87724906e+002	9.74295300e-004	2.98814183e-004
1.80928299e+002	1.00085699e+003	9.99143739e-004	-1.78416996e+001	9.52722436e+002	-3.06650752e+002	9.51091577e-004	3.06125831e-004
1.58632706e+002	1.02420300e+003	9.76368940e-004	-1.83251095e+001	9.72263396e+002	-3.22018135e+002	9.26855105e-004	3.06978699e-004
1.39079300e+002	1.04809399e+003	9.54112900e-004	-1.90721893e+001	9.90561629e+002	-3.42474349e+002	9.01739380e-004	3.11765162e-004
1.21910500e+002	1.06901599e+003	9.35439702e-004	-1.96434898e+001	1.00680200e+003	-3.59367400e+002	8.80999506e-004	3.14463522e-004
1.06887703e+002	1.09395203e+003	9.14116868e-004	-2.03905697e+001	1.02540428e+003	-3.81152331e+002	8.56837709e-004	3.18494566e-004
9.36535034e+001	1.12316394e+003	8.90341974e-004	-2.10058098e+001	1.04852305e+003	-4.02612280e+002	8.31173482e-004	3.19154310e-004
8.21480026e+001	1.15315601e+003	8.67185355e-004	-2.17089405e+001	1.07136826e+003	-4.26542877e+002	8.05680116e-004	3.20764696e-004
7.20136032e+001	1.18394995e+003	8.44630298e-004	-2.24999599e+001	1.09382744e+003	-4.53077266e+002	7.80336871e-004	3.23225476e-004
6.31310997e+001	1.21957605e+003	8.19957066e-004	-2.28954697e+001	1.12349318e+003	-4.74477418e+002	7.55357709e-004	3.19005208e-004
5.53217010e+001	1.25214197e+003	7.98631486e-004	-2.32470398e+001	1.15048257e+003	-4.94215910e+002	7.33791876e-004	3.15216961e-004
4.84660988e+001	1.28557800e+003	7.77860229e-004	-2.35986099e+001	1.17806825e+003	-5.14651328e+002	7.12809678e-004	3.11398297e-004
4.25046997e+001	1.32426294e+003	7.55137043e-004	-2.38183403e+001	1.21147606e+003	-5.34787900e+002	6.90822358e-004	3.04953149e-004
3.72587013e+001	1.36861206e+003	7.30667242e-004	-2.43456802e+001	1.24690809e+003	-5.64197817e+002	6.65692584e-004	3.01210894e-004
3.26683998e+001	1.41911304e+003	7.04665502e-004	-2.47411900e+001	1.28884916e+003	-5.93927320e+002	6.39982520e-004	2.94916671e-004
2.86145992e+001	1.46181604e+003	6.84080604e-004	-2.53124809e+001	1.32146626e+003	-6.25006454e+002	6.18401639e-004	2.92481941e-004
2.50974007e+001	1.52075696e+003	6.57567269e-004	-2.62792797e+001	1.36358156e+003	-6.73310518e+002	5.89605458e-004	2.91135909e-004
2.19974995e+001	1.57687305e+003	6.34166461e-004	-2.73339691e+001	1.40080753e+003	-7.24062748e+002	5.63358704e-004	2.91194216e-004
1.92553005e+001	1.63505896e+003	6.11598740e-004	-2.83007698e+001	1.43962197e+003	-7.75181516e+002	5.38494944e-004	2.89958986e-004
1.68707008e+001	1.71788000e+003	5.82112835e-004	-2.96191292e+001	1.49340457e+003	-8.49031502e+002	5.06048134e-004	2.87698869e-004
1.47841997e+001	1.80489502e+003	5.54048844e-004	-3.05859299e+001	1.55377457e+003	-9.18384783e+002	4.76962370e-004	2.81916689e-004
1.29958000e+001	1.89008203e+003	5.29077566e-004	-3.15527306e+001	1.61065029e+003	-9.89047884e+002	4.50858176e-004	2.76857321e-004
1.13862000e+001	2.01879797e+003	4.95344266e-004	-3.24755783e+001	1.70309913e+003	-1.08397353e+003	4.17882521e-004	2.65970186e-004
9.95552826e+000	2.12105591e+003	4.71463292e-004	-3.37500000e+001	1.76359353e+003	-1.17839553e+003	3.92007400e-004	2.61930971e-004
