Exported from: CypherGraph V1.21.0
Acquired by  : CypherGraph V1.21.0 | C60-0504-0348 V1.23.1 : 21/08/2017
Graph title  : Title
Points       : 99
Pen legend   : 18:28:43
Resonance    : N/A
Capacitance  : N/A
Frequency (Hz)	Impedance (Ohms)	Admittance (S)	Phase angle (Degrees)	Resistance (Ohms)	Reactance (S)	Conductance (S)	Susceptance (S)
3.28054688e+005	7.12883301e+002	1.40275414e-003	-8.56147766e+000	7.04939426e+002	-1.06127313e+002	1.38712282e-003	2.08828749e-004
2.87595656e+005	7.17595520e+002	1.39354270e-003	-7.74915981e+000	7.11042348e+002	-9.67579967e+001	1.38081670e-003	1.87900281e-004
2.52126438e+005	7.22338684e+002	1.38439214e-003	-7.15377808e+000	7.16715630e+002	-8.99548801e+001	1.37361533e-003	1.72402271e-004
2.21031688e+005	7.24722229e+002	1.37983901e-003	-6.68778419e+000	7.19790858e+002	-8.44004148e+001	1.37044989e-003	1.60694649e-004
1.93771844e+005	7.27113403e+002	1.37530129e-003	-6.26358986e+000	7.22772891e+002	-7.93299990e+001	1.36709141e-003	1.50049015e-004
1.69873984e+005	7.29512512e+002	1.37077841e-003	-5.92540598e+000	7.25614828e+002	-7.53101998e+001	1.36345453e-003	1.41510384e-004
1.48923375e+005	7.31919617e+002	1.36627025e-003	-5.67346191e+000	7.28334283e+002	-7.23567333e+001	1.35957753e-003	1.35067909e-004
1.30556680e+005	7.34334595e+002	1.36177705e-003	-5.46401691e+000	7.30997922e+002	-6.99237819e+001	1.35558940e-003	1.29669230e-004
1.14455078e+005	7.36757629e+002	1.35729847e-003	-5.29724979e+000	7.33611034e+002	-6.80195217e+001	1.35150162e-003	1.25309584e-004
1.00339266e+005	7.41627502e+002	1.34838581e-003	-5.17331696e+000	7.38606482e+002	-6.68716472e+001	1.34289316e-003	1.21582303e-004
8.79644844e+004	7.44074585e+002	1.34395129e-003	-5.09235382e+000	7.41137663e+002	-6.60450821e+001	1.33864661e-003	1.19290962e-004
7.71158203e+004	7.48992920e+002	1.33512611e-003	-5.01053715e+000	7.46130758e+002	-6.54162547e+001	1.33002412e-003	1.16608511e-004
6.76051328e+004	7.53943726e+002	1.32635894e-003	-4.97191715e+000	7.51106859e+002	-6.53423871e+001	1.32136824e-003	1.14952159e-004
5.92673477e+004	7.56431396e+002	1.32199695e-003	-4.97658396e+000	7.53579827e+002	-6.56193674e+001	1.31701333e-003	1.14681390e-004
5.19579023e+004	7.61431274e+002	1.31331616e-003	-4.98067713e+000	7.58556136e+002	-6.61072907e+001	1.30835713e-003	1.14021812e-004
4.55499414e+004	7.63943726e+002	1.30899694e-003	-4.98426390e+000	7.61054947e+002	-6.63730640e+001	1.30404710e-003	1.13728453e-004
3.99322813e+004	7.68993408e+002	1.30040126e-003	-4.98740911e+000	7.66081866e+002	-6.68538449e+001	1.29547772e-003	1.13052756e-004
3.50073945e+004	7.76630493e+002	1.28761362e-003	-5.07805681e+000	7.73582247e+002	-6.87417595e+001	1.28255978e-003	1.13970320e-004
3.06899727e+004	7.76630493e+002	1.28761362e-003	-5.08047390e+000	7.73579347e+002	-6.87743938e+001	1.28255497e-003	1.14024426e-004
2.69049648e+004	7.86931519e+002	1.27075861e-003	-5.12653923e+000	7.83783622e+002	-7.03167777e+001	1.26567530e-003	1.13549462e-004
2.35867344e+004	7.89528015e+002	1.26657950e-003	-5.17234182e+000	7.86313083e+002	-7.11773955e+001	1.26142203e-003	1.14184460e-004
2.06778105e+004	7.94746826e+002	1.25826234e-003	-5.21791601e+000	7.91453403e+002	-7.22774412e+001	1.25304811e-003	1.14431388e-004
1.81275859e+004	7.97369019e+002	1.25412447e-003	-5.26328802e+000	7.94007055e+002	-7.31447037e+001	1.24883668e-003	1.15044052e-004
1.58919443e+004	8.05288025e+002	1.24179172e-003	-5.35243082e+000	8.01776771e+002	-7.51186575e+001	1.23637720e-003	1.15836476e-004
1.39319570e+004	8.10610901e+002	1.23363749e-003	-5.44141912e+000	8.06958024e+002	-7.68685947e+001	1.22807832e-003	1.16983352e-004
1.22137051e+004	8.15969116e+002	1.22553658e-003	-5.48632622e+000	8.12231197e+002	-7.80133352e+001	1.21992245e-003	1.17171342e-004
1.07073799e+004	8.21362488e+002	1.21748925e-003	-5.57505989e+000	8.17477264e+002	-7.97951036e+001	1.21173026e-003	1.18278692e-004
9.38687109e+003	8.26791687e+002	1.20949450e-003	-5.70763493e+000	8.22692724e+002	-8.22263718e+001	1.20349822e-003	1.20287064e-004
8.22916797e+003	8.32256775e+002	1.20155225e-003	-5.79617405e+000	8.28001824e+002	-8.40494980e+001	1.19540926e-003	1.21344597e-004
7.21424072e+003	8.37758118e+002	1.19366196e-003	-5.92857790e+000	8.33277304e+002	-8.65309136e+001	1.18727757e-003	1.23291745e-004
6.32450293e+003	8.46078125e+002	1.18192395e-003	-6.10485697e+000	8.41279959e+002	-8.99790219e+001	1.17522118e-003	1.25695675e-004
5.54451416e+003	8.51670715e+002	1.17416272e-003	-6.28107500e+000	8.46558261e+002	-9.31778831e+001	1.16711439e-003	1.28460442e-004
4.86068262e+003	8.57300171e+002	1.16645258e-003	-6.41329384e+000	8.51935212e+002	-9.57600043e+001	1.15915296e-003	1.30292176e-004
4.26120459e+003	8.65814270e+002	1.15498212e-003	-6.63335705e+000	8.60018234e+002	-1.00014936e+002	1.14725030e-003	1.33418294e-004
3.73570776e+003	8.74413025e+002	1.14362432e-003	-6.85337687e+000	8.68165144e+002	-1.04342802e+002	1.13545286e-003	1.36467507e-004
3.27495142e+003	8.83096985e+002	1.13237846e-003	-7.20519781e+000	8.76123457e+002	-1.10760882e+002	1.12343643e-003	1.42026571e-004
2.87106714e+003	8.88934326e+002	1.12494250e-003	-7.42514992e+000	8.81480196e+002	-1.14877763e+002	1.11550933e-003	1.45377305e-004
2.51696021e+003	8.94810181e+002	1.11755546e-003	-7.77691078e+000	8.86580120e+002	-1.21082409e+002	1.10727669e-003	1.51223477e-004
2.20655029e+003	9.06678589e+002	1.10292667e-003	-8.08470154e+000	8.97667332e+002	-1.27512450e+002	1.09196495e-003	1.55112169e-004
1.93441284e+003	9.12671692e+002	1.09568425e-003	-8.34852600e+000	9.03000268e+002	-1.32514651e+002	1.08407348e-003	1.59087017e-004
1.69583777e+003	9.21735779e+002	1.08490961e-003	-8.70022202e+000	9.11129642e+002	-1.39426040e+002	1.07242588e-003	1.64108472e-004
1.48671216e+003	9.33961426e+002	1.07070803e-003	-9.05190182e+000	9.22330083e+002	-1.46939316e+002	1.05737368e-003	1.68453537e-004
1.30333960e+003	9.40134827e+002	1.06367722e-003	-9.40356731e+000	9.27501286e+002	-1.53606173e+002	1.04938352e-003	1.73791442e-004
1.14256079e+003	9.49471619e+002	1.05321737e-003	-9.84311008e+000	9.35494971e+002	-1.62313013e+002	1.03771354e-003	1.80048441e-004
1.00169299e+003	9.65239380e+002	1.03601243e-003	-1.02386999e+001	9.49868689e+002	-1.71570784e+002	1.01951474e-003	1.84150657e-004
8.78113281e+002	9.74825623e+002	1.02582449e-003	-1.07221603e+001	9.57806057e+002	-1.81363039e+002	1.00791453e-003	1.90851208e-004
7.69794800e+002	9.87755188e+002	1.01239661e-003	-1.11177301e+001	9.69218027e+002	-1.90464504e+002	9.93397001e-004	1.95216001e-004
6.74889404e+002	1.00085699e+003	9.99143739e-004	-1.17330198e+001	9.79944869e+002	-2.03525864e+002	9.78267411e-004	2.03177470e-004
5.91668274e+002	1.01747803e+003	9.82822207e-004	-1.22164698e+001	9.94437348e+002	-2.15304199e+002	9.60566304e-004	2.07970828e-004
5.18641296e+002	1.03097302e+003	9.69957485e-004	-1.27438498e+001	1.00557604e+003	-2.27425162e+002	9.46063557e-004	2.13965578e-004
4.54675507e+002	1.04464795e+003	9.57260291e-004	-1.34030704e+001	1.01619535e+003	-2.42149430e+002	9.31187831e-004	2.21892968e-004
3.98638397e+002	1.06550000e+003	9.38526513e-004	-1.38425503e+001	1.03455454e+003	-2.54925773e+002	9.11268763e-004	2.24546783e-004
3.49456909e+002	1.07963306e+003	9.26240628e-004	-1.44138699e+001	1.04564937e+003	-2.68746956e+002	8.97085288e-004	2.30563846e-004
3.06355988e+002	1.10118298e+003	9.08114287e-004	-1.51170197e+001	1.06307677e+003	-2.87178931e+002	8.76689179e-004	2.36828296e-004
2.68560791e+002	1.11947095e+003	8.93279100e-004	-1.56443796e+001	1.07799900e+003	-3.01883003e+002	8.60186665e-004	2.40886803e-004
2.35415405e+002	1.14181702e+003	8.75797072e-004	-1.63475208e+001	1.09565584e+003	-3.21378866e+002	8.40390504e-004	2.46504182e-004
2.06383408e+002	1.16460901e+003	8.58657277e-004	-1.69627705e+001	1.11394215e+003	-3.39774978e+002	8.21300989e-004	2.50513481e-004
1.80928299e+002	1.18785596e+003	8.41852915e-004	-1.77098598e+001	1.13156245e+003	-3.61342215e+002	8.01956787e-004	2.56089129e-004
1.58632706e+002	1.21556494e+003	8.22662752e-004	-1.84130001e+001	1.15333333e+003	-3.83953598e+002	7.80546013e-004	2.59849814e-004
1.39079300e+002	1.24392004e+003	8.03910191e-004	-1.90282402e+001	1.17594976e+003	-4.05560410e+002	7.59982925e-004	2.62102173e-004
1.21910500e+002	1.27293604e+003	7.85585428e-004	-1.97753201e+001	1.19786666e+003	-4.30675768e+002	7.39256778e-004	2.65789167e-004
1.06887703e+002	1.30263000e+003	7.67677695e-004	-2.04784603e+001	1.22030871e+003	-4.55731914e+002	7.19163366e-004	2.68576053e-004
9.36535034e+001	1.33741394e+003	7.47711662e-004	-2.11815891e+001	1.24705819e+003	-4.83241049e+002	6.97196228e-004	2.70166892e-004
8.21480026e+001	1.37312805e+003	7.28264198e-004	-2.19286709e+001	1.27378154e+003	-5.12797453e+002	6.75573915e-004	2.71971741e-004
7.20136032e+001	1.40979395e+003	7.09323517e-004	-2.27196903e+001	1.30040157e+003	-5.44494931e+002	6.54283853e-004	2.73957099e-004
6.31310997e+001	1.45221594e+003	6.88602825e-004	-2.30273094e+001	1.33650121e+003	-5.68063067e+002	6.33733926e-004	2.69360652e-004
5.53217010e+001	1.49099500e+003	6.70693063e-004	-2.35107098e+001	1.36722083e+003	-5.94788438e+002	6.15015830e-004	2.67553198e-004
4.84660988e+001	1.54092798e+003	6.48959597e-004	-2.39062195e+001	1.40873172e+003	-6.24446928e+002	5.93285335e-004	2.62984924e-004
4.25046997e+001	1.59253296e+003	6.27930489e-004	-2.42138405e+001	1.45242361e+003	-6.53166811e+002	5.72685835e-004	2.57541518e-004
3.72587013e+001	1.65674597e+003	6.03592836e-004	-2.47851391e+001	1.50413687e+003	-6.94535440e+002	5.47993632e-004	2.53036146e-004
3.26683998e+001	1.71222998e+003	5.84033694e-004	-2.51806393e+001	1.54951826e+003	-7.28508514e+002	5.28533483e-004	2.48490871e-004
2.86145992e+001	1.76957202e+003	5.65108392e-004	-2.61035004e+001	1.58907691e+003	-7.78601129e+002	5.07467730e-004	2.48644320e-004
2.50974007e+001	1.84699695e+003	5.41419411e-004	-2.71142406e+001	1.64401116e+003	-8.41798692e+002	4.81917176e-004	2.46760642e-004
2.19974995e+001	1.92146997e+003	5.20434883e-004	-2.83007698e+001	1.69179856e+003	-9.10968988e+002	4.58227814e-004	2.46738198e-004
1.92553005e+001	2.01215906e+003	4.96978604e-004	-2.94433498e+001	1.75227291e+003	-9.89102482e+002	4.32789914e-004	2.44296180e-004
1.68707008e+001	2.12105591e+003	4.71463292e-004	-3.07617092e+001	1.82262738e+003	-1.08485372e+003	4.05129304e-004	2.41138720e-004
1.47841997e+001	2.22849292e+003	4.48733757e-004	-3.19482307e+001	1.89093542e+003	-1.17921327e+003	3.80762509e-004	2.37448724e-004
1.29958000e+001	2.34909790e+003	4.25695327e-004	-3.30908089e+001	1.96808904e+003	-1.28253127e+003	3.56650231e-004	2.32415844e-004
1.13862000e+001	2.50907397e+003	3.98553415e-004	-3.40136604e+001	2.07978202e+003	-1.40355226e+003	3.30362610e-004	2.22947012e-004
9.95552826e+000	2.67113110e+003	3.74373238e-004	-3.53759689e+001	2.17796200e+003	-1.54642261e+003	3.05252964e-004	2.16739358e-004
