Exported from: CypherGraph V1.21.0
Acquired by  : CypherGraph V1.21.0 | C60-0504-0348 V1.23.1 : 14/07/2017
Graph title  : Title
Points       : 99
Pen legend   : 17:00:12
Resonance    : N/A
Capacitance  : N/A
Frequency (Hz)	Impedance (Ohms)	Admittance (S)	Phase angle (Degrees)	Resistance (Ohms)	Reactance (S)	Conductance (S)	Susceptance (S)
1.00169299e+003	3.38676605e+002	2.95266926e-003	-1.43256102e+001	3.28145534e+002	-8.37994705e+001	2.86085669e-003	7.30585214e-004
8.78113281e+002	3.45422394e+002	2.89500628e-003	-1.48090801e+001	3.33948462e+002	-8.82896098e+001	2.79884255e-003	7.39960638e-004
7.69794800e+002	3.53462494e+002	2.82915449e-003	-1.52925396e+001	3.40947012e+002	-9.32248329e+001	2.72897913e-003	7.46182293e-004
6.74889404e+002	3.61689789e+002	2.76480020e-003	-1.57320404e+001	3.48140988e+002	-9.80681176e+001	2.66123154e-003	7.49644473e-004
5.91668274e+002	3.68894012e+002	2.71080572e-003	-1.62154903e+001	3.54218753e+002	-1.03013918e+002	2.60296505e-003	7.56994445e-004
5.18641296e+002	3.77480408e+002	2.64914411e-003	-1.67428703e+001	3.61477962e+002	-1.08743465e+002	2.53683952e-003	7.63157778e-004
4.54675507e+002	3.87538513e+002	2.58038870e-003	-1.72263107e+001	3.70154493e+002	-1.14768248e+002	2.46463883e-003	7.64173575e-004
3.98638397e+002	3.96558899e+002	2.52169351e-003	-1.77976303e+001	3.77580397e+002	-1.21210577e+002	2.40101039e-003	7.70770563e-004
3.49456909e+002	4.08465790e+002	2.44818544e-003	-1.82371101e+001	3.87948371e+002	-1.27829428e+002	2.32521200e-003	7.66159987e-004
3.06355988e+002	4.19349396e+002	2.38464634e-003	-1.87644806e+001	3.97060498e+002	-1.34895801e+002	2.25789967e-003	7.67090116e-004
2.68560791e+002	4.30523102e+002	2.32275573e-003	-1.93357906e+001	4.06239148e+002	-1.42547872e+002	2.19173908e-003	7.69073450e-004
2.35415405e+002	4.41994507e+002	2.26247156e-003	-1.99070892e+001	4.15583569e+002	-1.50497313e+002	2.12727984e-003	7.70362266e-004
2.06383408e+002	4.55265594e+002	2.19652004e-003	-2.06541805e+001	4.26004038e+002	-1.60584311e+002	2.05534180e-003	7.74771166e-004
1.80928299e+002	4.68935211e+002	2.13249075e-003	-2.12694302e+001	4.36993645e+002	-1.70108161e+002	1.98723594e-003	7.73569720e-004
1.58632706e+002	4.84605499e+002	2.06353416e-003	-2.18407307e+001	4.49821288e+002	-1.80286712e+002	1.91541696e-003	7.67692047e-004
1.39079300e+002	5.00799500e+002	1.99680711e-003	-2.24120293e+001	4.62972114e+002	-1.90937059e+002	1.84598029e-003	7.61311617e-004
1.21910500e+002	5.15836182e+002	1.93859996e-003	-2.31151695e+001	4.74423610e+002	-2.02507295e+002	1.78296448e-003	7.61056799e-004
1.06887703e+002	5.33073792e+002	1.87591290e-003	-2.37743492e+001	4.87837277e+002	-2.14901043e+002	1.71672338e-003	7.56247340e-004
9.36535034e+001	5.50887512e+002	1.81525262e-003	-2.43896008e+001	5.01725553e+002	-2.27483012e+002	1.65325698e-003	7.49588843e-004
8.21480026e+001	5.71170715e+002	1.75079004e-003	-2.50048409e+001	5.17636071e+002	-2.41430910e+002	1.58669213e-003	7.40049904e-004
7.20136032e+001	5.90257385e+002	1.69417618e-003	-2.57519093e+001	5.31635242e+002	-2.56452237e+002	1.52591697e-003	7.36077653e-004
6.31310997e+001	6.14005188e+002	1.62865073e-003	-2.60595303e+001	5.51584250e+002	-2.69735399e+002	1.46307900e-003	7.15474013e-004
5.53217010e+001	6.36612488e+002	1.57081430e-003	-2.62792702e+001	5.70816471e+002	-2.81858148e+002	1.40846542e-003	6.95473020e-004
4.84660988e+001	6.60052124e+002	1.51503186e-003	-2.66308308e+001	5.90029286e+002	-2.95861874e+002	1.35430693e-003	6.79098134e-004
4.25046997e+001	6.86607971e+002	1.45643517e-003	-2.68945103e+001	6.12345054e+002	-3.10586608e+002	1.29890842e-003	6.58817374e-004
3.72587013e+001	7.16583801e+002	1.39551019e-003	-2.75976391e+001	6.35052809e+002	-3.31964266e+002	1.23673277e-003	6.46483380e-004
3.26683998e+001	7.45414124e+002	1.34153616e-003	-2.80370903e+001	6.57934928e+002	-3.50376720e+002	1.18409817e-003	6.30579733e-004
2.86145992e+001	7.75404419e+002	1.28964960e-003	-2.90478401e+001	6.77869865e+002	-3.76489652e+002	1.12743051e-003	6.26176120e-004
2.50974007e+001	8.11921387e+002	1.23164633e-003	-3.01904202e+001	7.01791472e+002	-4.08295319e+002	1.06458446e-003	6.19364684e-004
2.19974995e+001	8.41815674e+002	1.18790851e-003	-3.14208908e+001	7.18372475e+002	-4.38856032e+002	1.01371452e-003	6.19281429e-004
1.92553005e+001	8.81460327e+002	1.13448101e-003	-3.25634689e+001	7.42891008e+002	-4.74431511e+002	9.56135759e-004	6.10615727e-004
1.68707008e+001	9.29059570e+002	1.07635725e-003	-3.40576096e+001	7.69702533e+002	-5.20297699e+002	8.91734959e-004	6.02788256e-004
1.47841997e+001	9.76015930e+002	1.02457344e-003	-3.51562386e+001	7.97975914e+002	-5.61997808e+002	8.37675803e-004	5.89957613e-004
1.29958000e+001	1.02197998e+003	9.78492748e-004	-3.65185509e+001	8.21328755e+002	-6.08162937e+002	7.86379622e-004	5.82284423e-004
1.13862000e+001	1.08784302e+003	9.19250281e-004	-3.75732307e+001	8.62196770e+002	-6.63339400e+002	7.28574446e-004	5.60535776e-004
9.95552826e+000	1.14282397e+003	8.75025395e-004	-3.90234299e+001	8.87846860e+002	-7.19565557e+002	6.79797210e-004	5.50949358e-004
